Sample Name	Name	Start Mass - 1	End Mass - 1	Expected RT	RSD%	20191017_CS00000004-1	20191017_CS00000004-2	20191017_CS00000004-3	20191017_CS00000004-4	20191017_CS00000004-5	20191017_CS00000004-6	20191017_CS00000004-7	20191017_S00041674	20191017_S00041675	20191017_S00041676	20191017_S00041677	20191017_S00041678	20191017_S00041679	20191017_S00041680	20191017_S00041681	20191017_S00041682	20191017_S00041683	20191017_S00041684	20191017_S00041685	20191017_S00041686	20191017_S00041687	20191017_S00041688	20191017_S00041689	20191017_S00041690	20191017_S00041691	20191017_S00041692	20191017_S00041693	20191017_S00041694	20191017_S00041695	20191017_S00041696	20191017_S00041697	20191017_S00041698	20191017_S00041699	20191017_S00041700	20191017_S00041701	20191017_S00041702	20191017_S00041703	20191017_S00041704	20191017_S00041705	20191017_S00041706	20191017_S00041707	20191017_S00041708	20191017_S00041709	20191017_S00041710	20191017_S00041711	20191017_S00041712	20191017_S00041713	20191017_S00041714	20191017_S00041715	20191017_S00041716	20191017_S00041717	20191017_S00041718	20191017_S00041719	20191017_S00041720	20191017_S00041721	20191017_S00041722	20191017_S00041723	20191017_S00041724	20191017_S00041725	20191017_S00041726	20191017_S00041727	20191017_S00041728	20191017_S00041729	20191017_S00041730	20191017_S00041731	20191017_S00041732	20191017_S00041733	20191017_S00041734	20191017_S00041735	20191017_S00041736	20191017_S00041737	20191017_CS00000001-1	20191017_CS00000001-2	20191017_CS00000001-3	20191017_CS00000001-5	20191017_CS00000001-6	20191017_CS00000001-7	20191017_CS00000001-8	20191017_CS00000001-4
IS Cer_ac 35:1; [M+Hac-H]-	IS Cer_ac 35:1; [M+Hac-H]-	610.5391	610.5441	7.16	11.69975044	8046290.822	8966323.006	7613697.595	8181363.374	7051049.263	7944670.435	8480183.988	8322067.734	9226750.95	11379043.44	8113839.828	11068354.86	7453290.247	5255051.971	6047667.566	7788795.503	7782716.522	8071623.788	7908150.769	6769488.214	6784926.701	6680402.637	7758676.854	8092342.411	9940133.205	7002417.602	8564930.476	6841321.648	6348390.767	7997171.812	7481161.218	9309317.461	10150875.38	8650650.391	6324572.297	11466868.48	9476364.86	9012829.062	9507866.282	8086743.027	8088609.05	8142886.71	6787143.395	7709067.516	9115594.943	6899795.447	10533381.05	7002232.302	7675752.817	7179511.452	8139605.999	8113519.024	7885503.541	7643066.321	9588347.793	9179998.853	7260521.748	6769627.585	6902015.595	9431327.186	12788493.69	8047496.688	7975146.463	8995947.746	7145693.652	7227561.657	6407576.056	9440031.584	10020611.95	6761933.824	5964495.752	7278978.71	6393197.265	6080987.429	5543229.027	6116464.976	5154588.968	5255838.094	5651804.59
IS Cer_H 35:1; [M-H]-	IS Cer_H 35:1; [M-H]-	550.518	550.523	7.16	11.45294593	520923.9803	523736.1686	512275.0919	508851.6991	491024.2254	552507.3398	535549.6438	531959.0096	654175.5542	650549.311	504350.9819	643082.9388	487703.7936	327141.4688	385116.1536	512486.4355	487752.7685	550301.9212	484368.2967	442070.052	427137.2871	514528.9662	487532.3098	553367.3659	675202.6442	505860.5554	549329.2168	465686.7386	429003.5072	490405.9059	474080.6408	559406.4868	704915.89	541957.7039	422876.6099	707803.4334	597220.5261	568829.1492	599910.6791	518106.9834	531356.152	520721.1546	461398.489	487698.1198	589955.6711	448006.0737	682067.0094	448965.0426	472095.6189	427019.1188	536443.266	488222.9489	472449.5246	504148.0055	693817.0235	573097.2401	486813.8736	461270.9053	447513.0601	588103.1797	711343.7128	516070.2337	494643.4471	582977.6014	458123.8378	490241.0195	380620.1529	567244.4798	656492.7891	423816.7718	395877.5485	473566.058	464997.1644	439113.9789	413795.9751	413996.6967	344104.5721	350632.3165	408663.0097
IS DG 34:1;[M+Hac-H]-	IS DG 34:1;[M+Hac-H]-	653.5337	653.5387	8	13.15350555	955036.0834	1029713.874	876999.4696	906343.802	1140783.651	1066580.36	1045952.976	1915104.214	2565992.453	3255826.284	2118321.069	802064.6544	2491305.525	2365019.967	4615187.372	3227577.88	2821971.633	4253143.257	2927495.067	2708923.822	1553017.487	1690412.842	3427990.773	1977886.133	1800260.24	4217091.701	2028028.475	1987653.19	3327580.306	4926281.873	1865056.072	2076078.763	2843661.385	2025614.772	3011664.673	1173661.263	2194387.834	2161573.654	1379684.765	1320183.987	4955863.99	3588249.021	3626829.284	1702200.157	3554280.56	8574562.616	1116457.584	2236929.575	2415416.434	809302.0036	5452425.88	1396375.37	4502379.022	3732320.76	1998352.278	3070318.943	2079400.244	3865168.761	3809233.394	3030276.121	2297993.449	2365628.875	2930769.023	2327474.64	4056020.302	1160260.837	2833239.156	2221363.038	2479756.811	1902557.357	3727190.979	2280697.41	2123987.852	1880679.321	1602123.522	1671973.92	1721128.979	1644863.36	1852834.226
IS LysoPC 17:0; [M+Hac-H]-	IS LysoPC 17:0; [M+Hac-H]-	568.3589	568.3639	1.95	11.94458721	472615.8545	480323.4629	481057.7428	483678.6072	477305.7529	483726.2146	459624.2201	1039648.391	850924.9213	1153817.153	835136.9887	1183055.53	833694.3528	575697.311	740061.7077	875057.8273	799693.9048	877435.258	986350.3259	921781.279	856090.3268	692056.7315	901463.6407	927456.0013	952332.265	787138.219	950139.0913	642418.4188	763673.5524	787454.0879	700910.9174	911189.5776	1029002.823	853991.9308	850741.98	967787.0938	833791.8643	1063659.294	1063717.856	924385.9901	1023493.128	879562.1944	655621.1104	758370.42	757212.84	753796.3126	983498.7833	795615.6261	1135147.754	770826.6416	899380.4987	803792.092	835580.5587	830878.4789	946213.1253	779570.6359	824658.7621	735121.1132	753866.5343	763984.4482	965536.5544	583670.9584	591970.1129	713486.3307	595241.6471	568954.6954	636999.7637	901010.7151	992417.4096	511342.643	630102.4303	498712.7817	480131.8569	405827.5471	371072.4209	409311.2146	422683.8257	348723.4808	425543.6854
IS MG 17:0;[M+Hac-H]-	IS MG 17:0;[M+Hac-H]-	403.304	403.309	3.2	10.41755506	588021.1735	567251.8477	579484.2326	541852.3695	584022.2127	581987.1936	633552.3743	1123896.051	991579.2897	1630349.031	992732.5672	1419312.795	932281.1917	621394.613	856978.4117	1044631.212	947408.7145	1086607.685	1066531.912	1156229.577	983483.6632	1035435.554	1077202.803	1182187.61	1295194.521	1064635.339	1138270.138	875608.1232	881481.6256	1188217.245	837965.9135	1200670.929	1316214.549	1045970.756	1208746.816	1373189.796	1137654.467	1341050.028	1123761.14	1173564.968	1121551.766	1154965.988	815970.1164	1057051.643	1198223.299	918091.657	1297120.214	973891.424	1242026.682	893338.1372	1032258.826	1119331.458	989296.289	933651.6704	1257436.801	1161890.746	1037666.91	984491.8619	984140.1018	983540.5754	1228674.703	1080536.138	1161231.15	1177053.523	974396.7338	939858.8862	772453.8692	1093877.627	1297913.439	955906.02	893624.9828	603268.6627	581628.506	490303.0171	516667.5868	465229.2	477215.9184	459127.7666	533901.516
IS PC 34:0;[M-Ac-H]-	IS PC 34:0;[M-Ac-H]-	820.6048	820.6098	7.4	7.960541951	358428.7434	380415.4204	326979.8603	324350.4615	295482.976	337496.3344	331792.3254	391629.2416	366258.0647	445850.5184	344509.1993	465160.9749	368167.6526	290487.1637	383117.2223	323061.2231	329286.9746	414513.6621	359627.4667	314549.513	360028.9049	299833.8576	371693.2904	343937.0238	408954.6663	390726.1587	398060.2114	301570.1135	393501.4617	388696.8039	357211.3352	427201.5259	519322.8804	348774.4196	327822.4408	445214.3212	412990.9562	396538.5325	404049.8143	340921.126	464225.8646	375323.3902	370243.5774	318309.4919	374398.3513	448088.172	491010.4113	393472.7625	441531.9907	318291.515	420936.2713	282863.8021	382105.3951	346145.7782	440471.9532	397517.6002	347982.948	332131.0018	391572.9371	443798.1206	532598.2305	345632.4075	336876.3117	386518.8386	362351.3403	326330.1413	255940.24	412278.1427	430310.7639	284662.9583	313558.3825	279250.9534	266853.1299	287049.1098	268496.3785	268784.6927	235908.3279	225636.1266	262139.3004
IS PE 34:0 ;[M-H]-	IS PE 34:0 ;[M-H]-	718.5367	718.5417	7.3	9.617373648	1357197.733	1242252.306	1336602.957	1087772.771	1281181.979	1197448.722	1143229.369	1542802.656	1664267.794	2113112.032	2069295.792	1810811.917	1648767.481	1012562.14	1026112.339	1816043.055	1742275.359	1321467.921	1587270.126	1196872.722	1403814.881	1129623.729	1363081.851	1580148.814	1917320.655	1083071.182	1554083.986	1309481.921	1343768.57	1453194.61	1129532.404	1632952.322	1989244.418	1719534.943	1221145.403	1788846.922	1520188.427	1487681.443	1369251.641	1574473.285	1205204.904	1089734.524	1426567.599	1208324.294	1434576.275	1524264.695	1370071.941	1789157.598	1459647.768	1136105.693	1901885.742	1549974.539	1658396.744	1283732.604	1991769.263	1644821.423	1862723.115	1751958.873	1194292.675	1775134.369	1988666.522	1338238.558	1478294.854	1755799.194	1300755.297	1728020.703	1416283.266	1924354.017	2421352.109	1481137.824	1234575.501	1205812.805	1145259.073	1134138.724	1013094.379	1146247.832	984810.052	895645.9563	1071760.703
IS PG 34:0 ;[M-H]-	IS PG 34:0 ;[M-H]-	749.5308	749.5358	6.3	8.346338227	988736.731	1300198.675	1461143.382	1395210.834	1301369.682	1157588.856	1255107.653	1057071.201	1481419.183	1775675.023	1329570.614	1923032.988	1234816.805	829594.9108	909624.0961	1137560.869	1108092.967	1378166.859	1481627.517	1099001.973	1605249.024	1520809.191	1036670.241	1571511.138	1453472.993	1481473.566	1583822.156	1013878.572	1059412.325	1323428.33	1280080.148	1758811.885	1902357.892	1578159.362	1447892.859	1811774.192	1509862.599	1300897.709	1866482.767	1082836.333	1293194.048	1059317.696	768266.7186	962524.9003	1024953.731	1171911.785	1442214.599	1019757.358	1101885.235	993002.6754	776407.9421	906527.561	907045.0676	823156.4863	1100262.235	1126938.583	749887.0426	1032716.788	808993.1708	1215862.241	2006856.265	1416100.035	1400596.089	1530295.011	986759.7543	1398887.194	906422.6097	1613148.695	1682798.794	976962.9889	870012.6277	936630.3825	903501.582	828495.416	774203.5166	816084.23	785942.9894	772446.4475	738936.9909
IS PI 37:4 ;[M-H]-	IS PI 37:4 ;[M-H]-	871.5317	871.5367	5.57	27.16427481	24786.07629	25706.22148	25599.73247	35436.79122	26178.86008	30843.3139	24226.24432	26314.60896	30248.3491	39523.82007	31618.34265	34398.79836	29730.10303	23204.97138	24578.2893	22376.06889	25422.12115	34083.74238	27194.65796	35135.39842	47825.71064	28592.23296	33044.88793	53073.52796	29816.24319	26965.68412	27060.07959	24787.77676	35834.78119	22051.57776	42392.06807	35723.26648	37100.08139	41923.93985	37797.88976	30272.05661	28121.23805	21619.67124	34522.46068	20615.48439	17399.91158	14611.66775	15262.51095	12782.20824	15733.74719	25528.5239	27667.1691	20948.69954	28438.42976	17005.70793	19725.82939	17384.9452	26728.58755	14428.81841	27737.34537	18747.08669	32776.69981	38491.09138	20161.11641	17883.60605	35894.46196	32926.25264	20152.26963	49115.51343	35924.36179	34683.74784	24688.3966	33011.12002	40432.03203	38255.42758	24908.66366	25810.9469	29494.06996	15924.55966	14474.41647	20595.7875	31630.14086	21834.26713	20049.96416
IS PS 34:0 ;[M-H]-	IS PS 34:0 ;[M-H]-	762.5266	762.5316	6.3	34.61089492	147475.7014	145012.3769	124796.9235	157008.4811	147392.2612	126481.3925	132090.7478	617108.2397	692426.2052	795424.0033	553046.5673	567570.398	514478.2631	652330.9423	687535.586	855913.2719	581449.062	858302.9906	561839.3653	495703.4363	541261.8099	1703131.674	646358.8332	689993.4151	395819.7769	640418.539	360880.8954	1016561.855	839759.0754	583625.7671	436675.0199	461338.6445	743708.3145	733765.3141	681656.3196	208539.0407	480756.9869	684620.1505	349232.6578	606778.9612	565632.5549	404576.3458	745942.324	355603.233	695575.8001	840414.7338	357858.5223	587365.1229	565728.1984	212494.2875	1156463.282	481199.8015	633970.3446	587299.3158	298693.5328	509197.0882	683366.9944	601211.8228	768722.9715	568637.5111	593675.1149	544569.8967	643073.9375	460813.1508	690337.8477	975849.3435	554872.3056	548807.188	742874.6086	891792.2748	796527.356	545214.3167	600667.9331	591336.976	901664.4314	434232.2348	430767.7691	291021.4772	427898.5245
IS SM 35:1; [M+Hac-H]-	IS SM 35:1; [M+Hac-H]-	775.594	775.599	6.2	17.74903623	162049.9186	177456.9541	188031.3647	151708.9188	160023.8835	169002.7694	173018.8877	239747.7182	197205.0676	244994.7232	219567.982	340186.1714	211526.8928	123573.0367	191797.0799	196670.389	171791.706	240916.9643	272168.5621	199036.6746	197980.7858	197554.4457	202609.3849	229112.3972	240586.1322	187054.1717	235949.3234	165678.4002	186219.4324	192487.9885	200451.7245	260092.055	302103.2784	280246.3176	197484.0076	269496.4079	212799.2006	244284.2397	266274.294	299664.5068	213770.0443	241515.8586	157601.8086	215812.4899	161619.3006	126485.8201	280521.4373	266637.5795	254260.217	219288.5572	221613.2722	165279.9376	165220.3731	172112.979	211499.4601	184135.8064	222161.8443	215390.0084	210686.782	190350.1937	270066.6453	125682.5016	217189.0066	270921.788	204809.8904	148273.5277	128760.789	198705.3703	290447.6346	152605.4122	192436.4472	166518.4484	139155.7191	138691.137	96580.01554	128854.1989	108182.1738	132783.7241	106852.9468
FFA(16:0);[M-H]-@2.3	FFA(16:0);[M-H]-@2.3	255.2279	255.2379	2.3	6.580478065	22429285.1	22203695.46	21960339.37	24674896.96	21704298.82	22127959	20625061.22	25125113.81	44461310.33	16505301.66	26471911.55	11970980.63	21967435.06	28953959.95	50054510.32	33317044.89	35744121.74	35611136.78	29886256.86	19562771.94	26462177.48	19582973.82	28774275.98	22659499.74	23358574.32	39210240.87	23232613.36	24851635.05	35646733.48	29536723.56	36484231.22	21505289.4	31813488.85	21221935.4	23297576.77	12604223.51	30119891.79	16281722.03	26670975.68	17728630.08	43203627.34	33342957.02	41480499.1	19114404.17	33131300.87	64478752.56	23497647.07	30472514.44	33099825.26	23868974.71	34682947.16	14181551.06	33744629.91	32880791.88	12659485.95	30214317.03	32244560.75	39711707.76	29675961.46	36255812.32	33770643.91	16404432.21	27585504.53	24525402	38969283.16	15973350.73	26027184.46	25067749.82	24158778.36	35066747.12	26362104.72	32426938.2	32961455.45	31389864.97	27774325.18	27814152.44	29930307.79	28868617.79	29837247.57
FFA(18:0);[M-H]-@3.27	FFA(18:0);[M-H]-@3.27	283.2592	283.2692	3.27	8.528400134	21681326.02	21677979.72	21362193.85	20875786.04	21414781.55	22561453.61	19401521.93	8884084.311	16725747.75	7477759.69	11236316.51	6185298.534	9392167.663	10205008.89	15333019.48	11906538.25	13390805.89	13425211.93	9832384.495	8135387.921	13411029.54	7923393.47	15824783.91	8214347.136	9385357.588	10409901.56	9122179.334	11435417.3	13288366.05	11298367.23	18724742.88	8012116.702	11539057.77	9454029.203	6671454.983	5721035.642	13436461.19	7601384.379	13763945.13	7470913.914	12867572.5	12150155.13	15789463.51	6538062.637	11593348.3	17038632.8	11967728.57	11927681.9	10617538.36	11741271.18	12532669.49	5793205.787	11505326.9	13230514.24	4977073.869	10274773.05	10746193.98	13682391.8	12611349.67	11648008.95	14831587.96	6766574.348	11190264.22	12029745.3	12611143.94	7442525.855	11031870.14	10769970.38	10902657.94	14990603.03	9898382.45	21610359.77	22913425.85	20734190.98	18332933.34	17880831.38	18887445.8	19629471.11	19780864.98
FFA(18:1);[M-H]-@2.5	FFA(18:1);[M-H]-@2.5	281.2436	281.2536	2.5	4.351133148	18806885.59	17636793.01	19042781.22	17156125.13	18207889.44	17734674.96	17746464.24	27323921.48	73369271.94	12781058.6	39897020.1	7548907.943	26772169.31	31979128.91	54674039.16	33819671.8	38166390.14	39977346.38	26728179.73	16981593.41	32752671.22	21257337.88	33767254.06	21979258.44	24988432.41	44444166.42	23443828.76	34576369.26	36909899.09	23258401.88	49988932.33	15839808.15	32923578.19	23608580.91	19342703.23	5750637.758	35673187.2	9988940.842	24606504.94	16795996.48	31965775.94	29432058.6	44448845.94	17512524.67	43093179.46	71278946.2	25000324	34741174.21	23460090.78	31009215.71	31674140.03	15068233.03	40593336.72	37445510.45	5917253.218	37034055.63	27050836.69	49330536.16	39396898.29	49898528.97	46978538.21	18683635.67	38833884.88	33163605.03	44222299.08	16467470.37	33944828.79	32355977.97	25458234.81	45130481.98	23046261.06	31293480.05	31305815.58	28833760.62	27646925.55	28961042.9	29233649.9	30575365.16	29457412.89
FFA(18:2);[M-H]-@1.92	FFA(18:2);[M-H]-@1.92	279.2279	279.2379	1.92	4.746102072	13397424.41	12801402.99	13421258.18	12471273.91	12635957.95	13135523.26	12650773.26	18676580.2	44795560.54	8127527.374	28484363.1	5895451.933	17351876.19	21635822.56	35180771.31	23135649.54	26661424.77	28653152.3	16053500.34	10976168.81	25358211.6	15190637.18	21843309.19	14478422.04	16866845.68	30583616.98	17943864.29	23503894.91	22846070.18	11572472.9	29803834.7	13589678.36	21950066.54	15574604.92	13154620.75	4576555.843	24224003.65	7994659.782	13708336.58	11272782.41	16933910.17	19899607.52	33227330.29	12817799.73	26369561.59	40719278.23	13203163.04	25970791.65	22905657.71	17407000.38	18047301.05	10598747.04	26315460.13	20693377.89	5408633.261	25225131.56	18841160.77	33566955.81	25708691.77	34216379	25097730.3	15167784.4	22060598.94	18520548.62	26382998.92	12368399.4	19416046.44	23122434.39	15573136.55	24180291.05	21096414.82	19616586.36	20460787.7	18851777.91	17536426.14	18646366.71	19617752.46	18296766.9	18907808.64
FFA(20:0);[M-H]-@4.3	FFA(20:0);[M-H]-@4.3	311.2905	311.3005	4.3	6.892200124	739709.9921	699269.7319	785178.7204	799403.0695	702590.1638	706944.1253	730969.3582	282382.4894	478822.0677	305798.1229	395723.4267	309455.9613	329743.8746	398139.32	510186.7835	307515.3843	438241.4903	535183.3858	336778.3717	340498.8755	598530.2315	266929.3968	391938.6847	253853.0005	269844.3702	456401.7763	343722.8955	344607.0324	385228.2409	323082.2217	427474.3114	371548.0849	438655.1614	263045.4718	282860.796	221430.992	359380.3633	335852.4538	491006.1973	304750.091	507996.6088	465314.7253	537478.2446	219076.504	464717.5111	2821542.84	507181.5695	376241.2882	537130.9149	501952.5617	409151.2708	157617.4987	456499.1737	427621.9491	244878.1113	387847.8796	415189.5405	538470.0274	500091.1938	419446.5213	368000.1851	287791.7476	370980.9339	307958.1939	458666.2165	257669.0719	322026.3182	361504.5862	281321.4111	391280.9662	537396.7085	834640.5719	879888.2259	761803.4649	707330.3523	749850.2653	781479.6207	751823.1963	780001.6231
FFA(20:1);[M-H]-@3.45	FFA(20:1);[M-H]-@3.45	309.2749	309.2849	3.45	5.138452974	438703.4168	464131.3549	471987.0868	445287.9291	416999.2985	442351.9629	426041.727	838295.9355	3199775.984	417194.0146	1574687.292	223406.4821	990466.1318	1035778.783	2161632.128	1250675.718	1838530.823	1307625.845	729068.6621	492952.8468	990875.7604	596381.9799	991529.3323	525693.5909	614838.8366	1982410.342	645048.4267	1255033.631	1061291.097	929628.5636	1754627.282	513018.9558	1000765.483	709920.7008	752297.155	169912.1904	965178.9916	282368.6355	783503.0252	633301.2693	1169507.302	911986.4766	1588890.97	596366.4203	1601520.518	5051383.025	892257.9449	1002635.676	1089950.696	1049526.536	843107.3806	443256.9064	1408014.054	1168539.537	168341.9621	1511453.42	717029.2751	2021147.867	1545712.175	1819095.527	1491265.077	596870.345	1772911.504	940392.9847	1392665.362	466256.3882	1347217.201	1121098.867	841972.8004	1483828.889	823677.3909	978181.1543	972764.2336	1042923.53	929060.3679	1038518.836	1000347.834	896815.0402	961504.9224
FFA(20:2);[M-H]-@2.82	FFA(20:2);[M-H]-@2.82	307.2592	307.2692	2.82	6.065717204	308202.7779	345441.635	311850.895	365964.193	329446.8347	320663.2248	314311.2744	728506.2141	1484380.129	312578.5105	1243069.43	163369.9179	618915.2763	685519.1815	1602365.586	835605.1705	1404445.321	1199511.681	573376.2461	380356.0599	667348.9878	537337.0025	841583.3052	474451.6606	521284.9635	1572643.096	562044.1306	966824.7142	1034345.407	666637.7753	1485048.159	314310.821	768505.6694	633722.7409	531404.4471	154481.1989	777008.4794	309801.0058	378643.5613	398697.2457	748749.423	644523.9146	986042.4016	482528.3827	997147.0317	1531788.333	445545.4182	759733.2696	733812.2208	558548.1537	589253.1059	426411.4712	1019312.498	718626.5967	157617.9139	974194.3429	586519.8522	1391555.579	1057479.891	1224929.836	943704.5174	499227.1182	1068408.507	705931.1967	905249.169	381305.2241	840554.6529	821251.6455	681666.4104	1171821.676	614861.9239	636845.5107	662379.5372	701745.3389	600538.7121	709503.8582	613311.1182	632490.312	671329.8594
FFA(20:4) Arachidonic acid;[M-H]-@1.85	FFA(20:4) Arachidonic acid;[M-H]-@1.85	303.2279	303.2379	1.85	5.313708193	1913442.057	1790152.455	1823273.25	1730012.971	1723876.396	1819852.175	1761628.158	1196333.578	937013.2952	669522.8758	1000229.221	552038.2969	813677.0601	773446.4433	2459279.204	1203226.55	2093118.3	1592511.006	1297557.842	680183.4121	1930252.088	943353.8595	1418770.356	1164210.399	320021.8587	1576667.905	530747.0887	806920.6085	1075870.126	1116849.204	2081678.22	388617.7685	759401.6862	1088816.317	1244311.99	645539.6177	701819.3664	1283386.09	678437.5976	601537.787	1844440.566	833815.9205	958355.7066	1398710.15	894016.9176	1396100.616	587869.9622	929178.572	1330999.028	729550.5995	1210833.815	781753.5311	990567.7593	1264107.535	647774.3955	879140.6045	1306494.221	1565083.811	1168992.21	1742901.03	578601.4132	457065.7437	1000644.261	400398.3963	2123842.842	556405.6787	903163.073	823762.4159	894193.7488	2261411.765	718412.8037	1026458.687	1034590.995	974462.0126	884654.9351	970754.0304	1032499.803	1026287.753	1035543.585
FFA(22:0);[M-H]-@5.29	FFA(22:0);[M-H]-@5.29	339.3218	339.3318	5.29	9.032528617	326986.0958	330340.3832	346404.5362	310445.7402	346947.6786	347632.7699	317312.9225	102494.2075	128003.1163	116646.6126	137242.0896	193838.7275	125961.0061	132882.9038	127467.1323	110416.076	108742.1128	165858.8738	155228.3582	173253.6319	183842.0043	124442.213	155672.8936	95607.50852	124492.7364	165230.2393	120207.4454	104777.5339	126651.3846	98714.37421	129869.8106	155550.7577	149157.9187	88003.3071	93343.52769	102330.3988	153121.0138	151202.8494	199605.6778	110085.0167	183098.1872	168857.4168	172216.0288	84789.99625	140444.672	4245938.334	219285.2025	148024.7278	228861.7825	156066.8639	157351.0189	66788.14581	125142.0503	195131.6609	101232.0093	129009.9783	174229.9927	156495.2096	155225.7299	134974.0566	178538.1826	217979.2513	239272.1647	104959.2189	134246.2884	192997.0998	159744.8513	140391.4022	83932.09171	108908.9788	414653.9451	311320.9956	349736.8203	328087.6019	272689.5415	292463.78	348912.4472	299392.0921	291515.0262
FFA(22:1);[M-H]-@4.43	FFA(22:1);[M-H]-@4.43	337.3062	337.3162	4.43	5.696125097	116492.0473	109333.1331	63675.03398	109593.8051	99409.97426	114875.4582	103706.2408	165533.1107	405310.9766	127440.0884	250944.3842	115819.1121	150916.8561	209781.6854	367427.1013	189366.3158	268775.8137	269076.1989	148882.699	131085.9231	177938.0515	115176.296	187935.4825	129859.6755	124013.1684	333689.6772	135675.8886	202853.2202	181561.5609	153764.5183	283140.2949	147675.6162	204830.9083	156908.8347	183903.7118	64718.18017	173462.9913	88714.34309	157453.1974	157617.4405	191562.081	187270.3006	395450.9853	86471.30087	232264.4047	1286887.88	122958.6101	181739.1332	439436.2676	138002.084	179862.2049	87841.05949	318492.4771	244923.5913	74883.84818	204471.7373	149623.9018	328048.0359	252215.4987	226907.9532	203746.9961	191544.6908	259342.6712	170477.4189	282883.5176	91738.80642	190894.7207	190021.8223	141772.3779	192904.0737	176299.6636	219679.3553	195889.0198	198380.3254	182805.2166	197973.1056	212418.9452	199570.3556	193121.1825
FFA(22:2);[M-H]-@3.76	FFA(22:2);[M-H]-@3.76	335.2905	335.3005	3.76	9.364826725	30118.79914	32805.20815	38768.47396	24783.93152	32721.04948	35208.90168	26029.39498	61049.51483	158313.7235	38259.02757	130667.1329	23809.50538	54308.67945	87118.55794	142254.1108	71618.33525	155575.6332	127053.4721	69010.28571	55415.15654	71990.09151	43861.32964	86819.93911	31572.92694	54995.5758	154611.9326	61895.19508	81957.74322	97933.8967	65168.18214	128621.0228	46795.43106	88290.24431	60869.59894	64493.77194	20220.76913	75238.26344	34409.60336	43386.44291	46749.45114	98355.05646	75641.46881	100593.3428	37642.00685	94087.95105	204488.7877	44835.09789	78638.51332	82573.37683	54523.91326	67662.3533	36611.85773	139781.9328	73808.74233	24023.16396	96281.19385	60272.19592	146380.4979	99340.31779	114931.3111	104410.5773	63553.4667	121419.6139	81718.89946	117973.4191	32964.78217	82047.354	97404.8949	58698.06164	92881.82036	75134.47241	60599.40048	77335.81374	79745.42018	68647.38335	78424.25249	69114.79572	76805.33389	67630.20227
FFA(22:3);[M-H]-@3.18	FFA(22:3);[M-H]-@3.18	333.2749	333.2849	3.18	10.70247896	38265.74886	30516.18444	34113.82684	31692.99128	39777.97735	31320.51897	35579.44855	76615.74101	139096.2008	36619.26113	91230.69111	20999.75011	53378.93611	87927.20176	177451.5863	72022.0275	114945.882	137304.5298	63988.07736	41375.73411	61554.59954	50731.57142	84278.22363	41215.73832	48053.56593	137845.2865	68721.89356	59087.29035	108892.2199	113698.375	130199.6609	42761.20318	73550.29655	66562.75416	70075.98836	24632.72925	58623.39894	29164.97035	38304.45362	34881.50276	109557.9475	70058.38	83590.95428	47744.48352	98143.21738	205930.9675	29240.7343	89541.11705	59838.10349	47334.06108	66944.24767	45751.59698	111653.2431	73616.21959	15358.90793	80239.29426	79376.48439	140386.2853	80522.28389	85689.01357	96333.5111	41981.18838	113371.6495	70726.09038	126357.802	31785.14595	91741.42429	61662.82624	62399.30416	95076.32955	74730.50564	74778.79286	78626.64739	62961.96077	67750.2578	69745.1104	76157.58065	56879.6094	76003.7356
FFA(24:0);[M-H]-@6.21	FFA(24:0);[M-H]-@6.21	367.3531	367.3631	6.21	11.86623928	117944.1131	110707.8376	112620.7319	89682.62802	126605.6201	107485.7245	95425.72258	56696.55418	57070.28077	54628.83624	67640.943	96824.60146	53875.11973	62499.22475	42937.84079	44728.38199	35135.4141	66379.01225	59746.01419	51322.29521	85283.58808	42377.13885	57535.13308	28208.23824	68902.35546	67831.85771	60632.23444	55660.37709	52550.58521	85425.94981	30185.27753	66173.54354	66010.7136	N/A	35011.25528	56137.82878	77733.72003	60575.75811	89472.62109	51119.28755	61417.5987	147997.104	69216.30981	31739.82291	69571.99956	1441362.855	80616.92255	66280.8626	87600.03682	71631.55874	38624.99133	38646.1694	47864.72706	90546.32776	62794.67522	42771.79798	61238.90969	66669.09255	53193.15535	60874.87087	61882.85638	72709.35971	52997.85162	51448.81332	48901.32264	68171.84971	42376.06931	57735.69437	43985.55796	32857.63208	81334.51564	69552.67391	70879.10474	71018.31545	49119.53683	63797.63145	63486.47799	57217.42026	66928.44197
