Sample Name	Name	Start Mass - 1	End Mass - 1	Expected RT	RSD%	20191017_CS00000004-1	20191017_CS00000004-2	20191017_CS00000004-3	20191017_CS00000004-4	20191017_CS00000004-5	20191017_CS00000004-6	20191017_CS00000004-7	20191017_S00041674	20191017_S00041675	20191017_S00041676	20191017_S00041677	20191017_S00041678	20191017_S00041679	20191017_S00041680	20191017_S00041681	20191017_S00041682	20191017_S00041683	20191017_S00041684	20191017_S00041685	20191017_S00041686	20191017_S00041687	20191017_S00041688	20191017_S00041689	20191017_S00041690	20191017_S00041691	20191017_S00041692	20191017_S00041693	20191017_S00041694	20191017_S00041695	20191017_S00041696	20191017_S00041697	20191017_S00041698	20191017_S00041699	20191017_S00041700	20191017_S00041701	20191017_S00041702	20191017_S00041703	20191017_S00041704	20191017_S00041705	20191017_S00041706	20191017_S00041707	20191017_S00041708	20191017_S00041709	20191017_S00041710	20191017_S00041711	20191017_S00041712	20191017_S00041713	20191017_S00041714	20191017_S00041715	20191017_S00041716	20191017_S00041717	20191017_S00041718	20191017_S00041719	20191017_S00041720	20191017_S00041721	20191017_S00041722	20191017_S00041723	20191017_S00041724	20191017_S00041725	20191017_S00041726	20191017_S00041727	20191017_S00041728	20191017_S00041729	20191017_S00041730	20191017_S00041731	20191017_S00041732	20191017_S00041733	20191017_S00041734	20191017_S00041735	20191017_S00041736	20191017_S00041737	20191017_CS00000001-1	20191017_CS00000001-2	20191017_CS00000001-3	20191017_CS00000001-5	20191017_CS00000001-6	20191017_CS00000001-7	20191017_CS00000001-8	20191017_CS00000001-4
PI 36:2; [M-H]-@6.04	PI 36:2; [M-H]-@6.04	861.5468	861.5518	6.04	20.7130414	100537.092	113077.794	113266.0422	100543.5245	78604.08524	83862.95091	104899.5936	194635.608	397352.9551	597201.5821	319401.2406	342834.7508	264102.5924	369262.3374	507979.6812	605534.0022	847776.4702	1038287.09	342778.56	542500.0781	957358.002	467486.0864	1493082.529	564424.8257	523729.9121	544472.5044	892010.548	297618.1435	969982.5777	245814.0754	476213.3918	333409.6772	761567.6849	756104.3222	331366.6679	198026.4924	258584.1418	305397.6	418015.3718	180476.7562	344695.7254	549006.1633	437669.7077	194464.4141	403612.8338	536318.1626	337285.9916	593780.4455	371057.4145	173541.4677	127494.668	168466.5029	668711.0719	253966.1752	356779.4046	256354.0095	243111.0978	1071805.378	540148.1839	353183.3267	340397.1023	452566.5563	288350.5649	335577.7775	465333.2137	215177.1049	314441.2976	334703.627	337245.7432	398384.2998	789664.1397	409681.1503	450959.4863	288544.4954	246728.754	349994.2461	306735.3189	278588.4712	367041.7112
PI 36:4; [M-H]-@5.38	PI 36:4; [M-H]-@5.38	857.5155	857.5205	5.38	23.5466845	21830.95192	14984.79097	29342.72604	12376.18379	29124.40467	29570.14777	28104.37786	15541.00058	31204.88674	44146.59903	46811.74398	39344.65144	44979.56977	34167.93786	62348.8283	99335.082	51456.27348	86157.43281	93828.64409	102234.623	184555.1269	92894.62771	163941.5151	51666.18264	64755.23495	105362.3029	53559.6028	37682.94229	121499.8785	52423.78939	129256.1959	52009.51577	52428.30723	46539.18878	68785.23167	37477.66984	53405.30336	58233.99468	45755.23548	24978.90503	102242.8852	51454.85148	44385.75922	30107.62454	62333.30727	100307.7474	39407.79423	32573.19495	54768.29224	26333.72926	45287.57713	32246.17846	46918.98727	54482.99839	35564.67704	54489.69477	114867.1479	123366.239	64089.77903	33751.94966	51631.75183	51106.91597	40781.65046	30106.46103	115228.7344	30046.52841	43146.08227	65967.21592	72274.18419	79576.8846	94718.14096	73162.85481	66381.70542	70693.39088	37864.06733	57072.47201	53166.34614	81453.07753	48877.71725
PI 38:3; [M-H]-@6.23	PI 38:3; [M-H]-@6.23	887.5625	887.5675	6.23	20.80919133	84582.57449	98872.48241	92837.98138	68125.29971	89363.69635	94496.21578	84420.39741	88037.47144	118519.8601	148463.3332	112343.5425	134689.4664	95627.76699	109627.732	125268.667	195248.638	156680.7062	240761.8829	183593.4126	150628.245	203750.9197	213022.3008	315967.9325	157717.87	218365.5572	167494.6078	178679.0396	131215.9536	151135.7771	144005.3957	190482.9704	242890.8921	240842.8042	247612.2949	168941.1283	119785.5515	116975.8428	105150.2678	203993.0334	56867.4447	232608.6271	92098.19851	97088.73277	94334.32268	120545.6217	129695.9981	119302.835	117903.9347	130022.672	66883.93095	81485.4124	87231.88432	111668.3037	93240.93538	66058.24722	131961.2859	93191.08186	204721.4052	181726.687	86621.97721	120167.6341	104322.0268	115315.3747	131904.2108	200543.0496	95644.18498	110965.6401	118743.3704	228370.072	163280.2149	249871.7515	146091.2833	162606.9815	104189.4561	121174.1263	193889.9042	130379.5984	122277.9341	122575.2344
PI 38:4; [M-H]-@6.01	PI 38:4; [M-H]-@6.01	885.5468	885.5518	6.01	23.03993674	364794.971	382864.0284	434415.85	339088.7276	312255.6197	306977.4052	344854.497	408190.7946	732235.0538	646562.9798	455479.0216	732291.1589	567433.0585	536158.2373	863682.1728	1111273.872	1272041.411	1497752.791	894665.2922	994763.195	1694620.385	645046.0406	2104941.833	831685.3448	603607.7246	840039.1503	773836.318	503155.2534	743236.8995	528195.7824	1376297.365	506658.1621	936542.8831	988662.1368	670708.5063	280811.6123	412319.6867	604244.4453	681767.4665	227187.5231	944970.0386	487836.3804	523876.5784	249151.1226	500058.5372	675391.7402	512027.3681	649514.6664	677303.6582	321717.6608	411685.6018	324438.1695	728419.5567	480252.9714	326278.0919	298264.4569	448731.1005	958191.8797	1049537.86	597135.9248	466119.3967	600719.9706	541520.2038	400344.9908	914553.9596	341613.6839	487995.0174	433075.5405	885786.333	977255.4661	1060791.127	718315.9286	753870.027	460212.1545	389974.0392	566931.8427	495059.854	482081.2809	637412.8121
PI 38:5; [M-H]-@5.50	PI 38:5; [M-H]-@5.50	883.5312	883.5362	5.5	16.2758275	18972.09823	16914.54131	19196.17165	29046.659	15524.03937	23728.95103	13037.69659	21524.94066	24510.53847	33968.64771	43730.61079	31390.36548	46315.17016	28640.26579	28362.88475	53751.66061	24069.10333	63400.37935	29746.04088	35369.97972	90037.67816	43342.55344	78788.16128	41590.50293	34996.71328	78295.21666	53602.99162	16167.61181	68418.72011	21829.21048	90002.115	21953.69866	33965.45071	28699.87049	25723.79215	17450.29835	20219.62829	40610.50193	26828.80318	18594.89964	32963.11507	21028.07379	30623.59406	13833.93479	20593.33335	42336.82037	24240.659	22572.28949	18802.31059	15690.69577	31412.59702	13395.11109	45949.45196	30199.99525	22176.77008	29839.15216	49085.69988	70360.53563	62798.8085	19782.3194	39758.33795	24796.90649	19167.21327	23046.03513	65390.85639	17263.23522	22623.67301	26727.49822	35830.46839	40552.63948	46829.6558	38074.42329	48199.05555	38596.63995	33576.80638	33061.79761	32374.07497	30336.16809	31770.64345
PI 38:6; [M-H]-@5.25	PI 38:6; [M-H]-@5.25	881.5155	881.5205	5.25	23.05773787	3986.454474	3638.544132	2142.661994	4116.050888	3874.254764	2700.5602	3871.507014	6319.988012	5508.026312	20992.00828	17524.45319	9972.189785	12641.4728	17517.44616	27489.99289	20097.38221	13714.04339	28337.5017	24755.8585	16012.75393	26738.41648	27967.33664	28315.7923	34361.17072	12275.21522	34146.50469	14951.53172	10139.34674	85400.92924	17967.20411	28373.2666	11597.82069	22047.15192	14834.30055	12586.91538	5006.370478	5623.420349	13489.20104	9781.720939	6684.249972	16370.96789	14881.2772	16009.53875	4032.494598	11021.21569	40170.16416	13033.87811	7116.350767	13249.44659	6484.621282	6827.092716	3330.443162	22066.10694	30323.89752	6973.033371	12824.79293	60360.30947	20295.5191	19378.78204	4611.257035	14579.05993	10278.59936	7139.499874	7820.262739	18688.9008	10113.65228	19650.70687	24957.83098	11530.15851	31692.52391	12127.79588	15642.92347	17135.44695	20027.74773	12717.08221	22586.71919	15175.63755	13591.91522	23422.56867
PI 40:6; [M-H]-@5.93	PI 40:6; [M-H]-@5.93	909.5468	909.5518	5.93	36.93213969	11940.05569	10329.57711	7472.082141	10428.42183	5179.978926	7291.175148	6170.669997	16123.85268	24970.46777	31560.11288	48133.5468	25991.22786	42950.38036	34473.22679	36338.51962	52788.18583	28957.31153	49411.26789	26712.38312	25711.16604	66894.35113	56344.35481	89745.59481	88828.12483	33996.12132	35245.47177	29313.6127	18782.88246	190865.0249	43125.061	92924.61546	36398.48259	37941.75622	37207.68821	38032.15641	11834.24154	12661.31137	37349.58868	25302.15712	33599.72402	29482.82536	21857.00282	38246.92451	11844.29632	17701.11668	127021.1789	22077.33065	26250.38144	38472.14568	13671.31693	17723.87661	10271.49958	32131.78898	50057.20108	17808.77208	25834.03328	49385.90547	68057.68909	72017.47488	15794.40385	27336.32559	26256.17754	24625.95474	28583.40365	38610.75022	40717.81254	43372.18731	43362.92889	30619.49187	63536.23967	32857.39818	46455.92733	35050.62202	30831.61405	25466.54433	30321.85286	26074.48487	23603.48826	61291.52768
PS 34:0; [M-H]-@7.50	PS 34:0; [M-H]-@7.50	762.526	762.531	7.5	59.40114029	21386.95906	N/A	16394.78993	41709.99149	17735.40168	32055.21494	N/A	N/A	N/A	N/A	N/A	16049.29153	27583.39834	10277.72947	12996.01796	N/A	18302.31182	N/A	N/A	12101.04631	N/A	N/A	11367.3814	8080.493233	N/A	5492.615549	10299.87192	9450.887362	N/A	N/A	3510.380419	N/A	N/A	N/A	20489.86648	27358.8458	N/A	N/A	N/A	N/A	7879.125298	N/A	N/A	N/A	N/A	N/A	26224.42558	N/A	13461.94028	10962.35676	33347.96279	N/A	24097.36113	N/A	30909.29849	20447.96921	11543.47171	20039.5991	N/A	17952.44869	N/A	14831.48794	23548.72798	34158.89426	30983.6673	32386.54148	11893.60179	19442.78656	26120.75998	N/A	N/A	N/A	5674.806556	N/A	N/A	N/A	18709.67599	5711.303155	16297.01813
PS 38:4; [M-H]-@6.11	PS 38:4; [M-H]-@6.11	810.526	810.531	6.11	47.70085863	6975.608242	4597.461757	6868.364817	8310.150632	6100.352608	5230.171349	5716.505496	5367.04093	5428.365505	6316.256252	8636.27912	3981.89984	N/A	8822.940237	8482.112187	N/A	4401.47799	26330.30122	3811.779199	N/A	6221.837974	9878.79987	2644.192597	1391.151578	4547.405685	N/A	19183.87001	3588.065548	7833.781964	22614.25958	27390.27049	3112.312095	N/A	1925.434762	7217.996431	8853.586867	24887.90713	3508.096748	24905.28001	6129.497795	27067.52032	23255.1264	17093.66505	9108.476138	13146.84483	12234.49978	10922.57388	8630.773718	3885.109007	N/A	17640.97197	16790.66244	10919.33503	N/A	5851.428064	10172.39729	6872.09476	14467.48897	12928.98683	5864.923053	5832.462156	5557.565027	12243.89299	12339.60344	7564.569977	1879.058343	14897.46015	13811.90697	N/A	4075.787639	11661.86497	9665.167451	8792.737523	14334.24137	7833.787627	12649.85394	3592.867423	6782.928277	2974.254434
SM d30:0; [M+Hac-H]-@4.72	SM d30:0; [M+Hac-H]-@4.72	707.532	707.537	4.72	46.44061912	3499.257627	2652.763913	1513.441275	580.3415226	4173.640986	963.7195321	1394.650766	879.3277168	1598.538529	2360.288642	1753.118535	2674.383919	1425.585624	2194.286071	3464.110801	2811.854239	4341.933161	4458.485357	1669.305037	3294.521393	5887.699715	3479.736327	3571.11574	1278.470234	2482.491244	2503.341394	2716.365224	4304.887619	3353.283095	2836.90299	3358.899673	1224.590129	1818.706568	2843.679148	1556.284012	1173.412623	3869.306933	2890.494861	4997.539645	945.399831	6254.977204	4070.190523	5980.237502	N/A	N/A	7585.587418	6794.569782	3464.082953	4700.514441	3690.5313	5518.018824	2046.101293	4599.658138	3077.201894	1978.704307	1999.398634	3039.092197	2749.294375	1724.579038	3056.648342	1619.722221	692.1608134	1574.490565	1395.314301	2234.635049	27.46835403	2034.567026	N/A	3040.10965	2974.11993	2740.093693	3141.31804	4191.537677	5210.479397	1290.659803	2796.786438	2601.774071	1762.297663	1794.003957
SM d30:1; [M+Hac-H]-@4.39	SM d30:1; [M+Hac-H]-@4.39	705.5163	705.5213	4.39	8.932157931	26045.45582	26306.96801	20462.76341	21632.92417	22338.3714	25664.45359	24905.90819	35495.87184	19340.67134	43307.38244	27405.12108	23867.02707	23150.89295	25397.2737	66122.8582	59556.74209	16186.63917	49152.89412	58489.35577	24015.17315	91830.54314	31537.89792	39419.63587	35244.3921	44894.38519	46877.23216	34286.18127	28562.58475	57508.49696	26296.02637	51769.13876	26383.97531	32514.72322	40186.87127	26208.73041	15185.54783	30744.89436	55139.35009	52524.96637	20175.64271	40810.36686	31525.1221	51695.7052	21999.96762	40884.94066	49542.58767	39602.80601	43433.60175	58512.74435	40619.37929	46244.25767	14535.82659	39766.05019	39752.3569	41648.21533	32717.56306	43962.01564	54959.196	35780.57631	17485.43359	20118.38852	17899.30288	23291.73317	16305.85677	32018.37876	8856.818889	32873.92859	26498.96705	28747.21706	54193.69508	43168.45614	25736.91663	26032.16693	25893.78067	19434.12677	23552.27641	25153.5672	24530.19635	23781.62133
SM d30:2; [M+Hac-H]-@3.78	SM d30:2; [M+Hac-H]-@3.78	703.5007	703.5057	3.78	36.85181111	3312.216744	724.8257859	2600.961439	2829.586314	3571.345003	3704.313987	1375.491252	3381.974417	350.789248	6906.268152	2305.1722	2064.024646	1688.375045	1900.050785	3713.504051	4636.057448	2730.560301	6188.17283	5208.376253	3900.259993	9340.26691	1124.836791	2023.229214	1608.548123	1991.741079	2639.776237	3675.567829	5184.475816	2393.964674	6927.932625	1559.752706	1942.12277	1296.09949	1534.930778	1869.311932	928.9690781	5419.017337	6742.961129	7786.172104	391.7773706	2622.945506	2719.892939	6215.841977	2914.583363	3524.256045	6161.252909	2804.43365	3617.750898	6736.906228	3186.778278	2426.001712	636.810202	3422.99349	2277.699517	4508.936859	3438.609029	2666.683713	5854.893146	2226.216183	1589.583574	2996.154045	1568.907745	2276.724292	1292.622301	2679.497676	783.9031581	2313.192237	3308.922845	1724.594807	8665.575457	4786.236237	1474.665027	618.3386105	1463.514716	947.3464296	758.1285921	1691.690159	1988.948337	1580.938435
SM d31:1; [M+Hac-H]-@4.80	SM d31:1; [M+Hac-H]-@4.80	719.532	719.537	4.8	14.87482616	19884.43888	13513.59395	10099.31975	12471.25949	14599.12588	8176.755619	11388.44838	16382.48143	10863.64651	18286.04532	17509.23967	21321.96194	13651.74673	20062.92062	34918.77964	30309.94765	10450.12837	23636.00679	26937.32987	25140.85685	44927.19613	18593.49786	21710.47503	28195.77714	21178.61403	25660.25653	20121.01191	15638.09325	26725.2017	16280.88011	31321.8155	11220.87925	21154.04868	22987.37758	20256.03521	6246.387147	16509.13237	29981.62555	19760.41914	14243.43003	15036.66345	18854.0047	11204.2067	11616.23085	24647.75291	14941.94506	27457.77486	26299.80992	25309.26181	30845.51048	22270.19919	11346.00906	18364.48419	18374.15269	17322.97657	19181.40281	29441.21849	25246.57623	26743.94982	18441.87422	16344.8203	8642.4309	17050.14317	15362.63441	20388.14551	6514.487327	14746.41399	11544.54551	17522.47071	23252.17731	21044.37607	13392.2647	14162.50392	9830.227739	13253.33366	13009.73762	12672.56643	11840.53788	9056.101805
SM d32:0; [M+Hac-H]-@5.47	SM d32:0; [M+Hac-H]-@5.47	735.5633	735.5683	5.47	34.37895383	53024.6889	17834.67218	27735.27738	36580.79756	34019.49575	31189.03385	24777.17986	49359.65568	63229.33482	74037.67997	30820.2497	50664.09182	31532.08833	17266.92657	54065.38482	74174.16705	26298.31588	N/A	38610.63535	42725.31654	58738.89488	79219.59021	81658.04303	N/A	19664.68014	55863.80216	71407.39797	94262.68506	49617.84152	50266.18823	52807.23225	32592.41191	73645.47567	78952.65264	32861.49702	19331.57677	28881.61312	57664.08196	40889.75976	36296.96597	45374.75716	32865.14411	37000.58231	27366.9442	51724.9337	57715.63577	60506.59092	72392.05095	47811.58689	70509.93881	67957.68064	39254.80143	50370.03739	29679.19807	23097.42728	49044.88792	55827.59608	53237.01084	50270.77776	26266.14131	60604.31596	31095.4071	44672.62992	36338.93263	34639.85323	35495.09238	19797.1268	54906.43141	50125.76214	63819.56763	50470.40276	59095.3473	42358.22615	33168.93988	50111.38637	28787.89032	30403.11297	21227.4818	29362.33673
SM d32:1; [M+FA-H]-@5.18	SM d32:1; [M+FA-H]-@5.18	719.532	719.537	5.18	31.62148332	N/A	2695.96364	2213.374841	5029.971589	N/A	4261.1259	1611.603056	4008.625601	5539.915953	7090.919624	3480.443712	7553.069474	3468.077892	N/A	6338.478109	6535.709837	5564.491116	9478.12442	9520.39052	8109.043423	9694.693329	3862.943884	9953.145797	15085.14022	6331.058793	7005.028411	10458.92711	6891.668424	7892.801065	7028.419182	9029.676444	5797.700564	7935.523103	6009.481796	N/A	1311.671328	8229.928469	5748.465109	7044.160828	6981.516627	5085.132647	4136.086298	6016.226422	3883.423821	N/A	11385.92048	6231.813204	7681.855498	4001.334727	5618.696502	6433.649406	4348.682963	10078.44204	6164.463535	6592.252051	5740.521275	6468.273553	6974.081011	7189.259891	N/A	5039.723215	6952.263099	2628.810798	2254.933676	5680.44174	1639.208422	7903.31511	6822.151691	10263.43805	10298.92367	6707.523164	4484.725604	4316.744895	4779.417881	4197.916597	6006.558873	2770.084339	3079.541566	2089.862947
SM d32:1; [M+Hac-H]-@5.13	SM d32:1; [M+Hac-H]-@5.13	733.5476	733.5526	5.13	12.45021113	514332.8891	486594.1416	522342.7862	446351.0911	501496.8769	481432.7783	457173.7387	746140.8631	614326.6959	815086.2651	612975.219	777013.5737	601316.4759	691637.2325	1142854.3	1070585.044	555520.8264	906608.3515	903746.2245	750503.1625	1065111.384	615221.0329	922602.0019	848814.1726	626705.2394	783654.9245	722413.6446	744302.7472	974014.615	612361.999	932861.0832	545065.3156	834723.0122	844960.6883	698761.8628	360313.7836	546044.1827	865637.6801	738051.803	593640.4996	715070.6628	750154.2771	655945.1467	575656.5127	629806.9999	823184.3674	951413.8771	1102056.099	983027.8491	796162.531	822965.4826	501749.9945	842745.9482	666394.9485	635852.1714	661602.7415	837356.0611	923988.7723	866251.9697	523738.1652	576071.7562	461361.8827	681425.5977	496800.2325	725462.0134	386789.5356	657680.7505	583231.0597	740890.3221	876579.7868	788372.5728	631715.1117	626686.1513	532075.5934	462901.9392	505845.7846	484177.3016	471025.3228	521877.1235
SM d32:2; [M+Hac-H]-@4.56	SM d32:2; [M+Hac-H]-@4.56	731.532	731.537	4.56	17.69303389	47591.59503	46998.81953	53015.88264	46984.04593	44301.85663	47511.64798	50008.85627	79068.46798	61315.59786	78151.50512	49020.52178	77243.20843	63653.27718	53555.87758	138639.0409	107532.4042	60727.02596	95232.13817	123746.6354	82993.16944	172089.0999	41895.78089	92171.38723	92367.28407	63689.50575	62734.52522	80795.42055	55243.98616	120591.8391	57317.61272	101819.8268	50306.41012	69703.46399	95540.79065	65381.14913	33443.50494	67789.67307	100149.9496	56531.61556	50535.41875	57648.68083	81528.80881	71098.62957	66445.07647	62623.23689	90882.0561	61227.63305	112321.7824	104414.4772	60990.98357	73344.7429	53873.67937	92777.15963	65619.31459	64596.23295	57106.62724	103716.9185	146485.0681	101674.7229	39305.87621	51910.4179	41135.1634	49976.58961	51536.25644	92422.61031	25291.89552	63560.90345	54497.07232	64691.48913	101141.2242	78613.21534	71445.68365	47208.99902	56728.14676	39028.39141	61276.34201	60449.99031	51649.59954	59910.59065
SM d33:1; [M+FA-H]-@5.53	SM d33:1; [M+FA-H]-@5.53	733.5476	733.5526	5.53	10.01026364	N/A	N/A	N/A	8633.217605	5062.414775	N/A	N/A	N/A	N/A	7959.077215	N/A	N/A	7316.050685	1933.766885	14236.34477	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4851.779085	N/A	N/A	N/A	N/A	N/A	12287.51252	N/A	9212.740506	N/A	N/A	N/A	1286.494355	N/A	N/A	N/A	N/A	N/A	21292.09047	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	7190.044667	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	9181.850004	7967.932603	N/A	N/A	N/A
SM d33:1; [M+Hac-H]-@5.49	SM d33:1; [M+Hac-H]-@5.49	747.5633	747.5683	5.49	13.0639195	262745.6936	240911.6087	258262.4865	232101.439	234365.3996	247994.1911	227899.9528	374840.451	289490.6377	378793.2265	304030.0239	433351.8615	286755.3849	337302.7255	502324.0119	438354.201	321073.9524	360747.6892	335455.038	342763.0378	432102.3649	317441.0715	412542.5625	361514.7648	294083.7982	381061.6949	321427.4957	332764.3807	396295.7485	208955.1598	485466.8216	209718.0219	328859.5208	357979.8713	352614.1164	193105.6706	263914.1103	434130.2952	303400.822	335011.8222	294580.3729	317437.5284	213739.0905	327416.2229	315582.3964	201240.9101	456405.071	512730.0321	389561.857	366806.6393	314170.8415	251688.3806	344562.8175	296321.5415	304105.8078	282883.7316	393830.7257	376932.5028	390005.111	335608.4703	298919.6931	170445.3163	354877.438	281888.065	327423.5228	206994.1662	281165.5134	250289.3824	388727.3747	304267.615	308604.1323	287111.0406	283170.8592	249611.6498	201275.2446	250276.0736	247062.1448	202230.7411	265693.4532
SM d33:2; [M+Hac-H]-@5.00	SM d33:2; [M+Hac-H]-@5.00	745.5476	745.5526	5	20.10626105	11255.98846	8437.880316	19878.46606	10904.9915	9743.777881	10095.05551	8957.786516	21014.67616	10583.63824	17531.0668	21924.86532	20920.78863	19414.72892	11026.60992	30346.393	20578.52105	18367.68051	31726.75165	15898.51152	17904.06232	24901.95895	13315.84131	20672.73514	18287.01225	24486.3926	13646.55968	14350.417	11487.42401	21410.30311	7599.718434	32137.17057	13428.06489	9925.916096	19396.52165	12494.12248	9906.356754	11567.55796	18419.2131	14842.4208	18275.76484	9906.506302	14082.95731	9154.565058	17474.32673	17487.11904	7887.555898	17582.84565	28556.06784	18229.56421	25945.63755	15618.6785	10005.86444	19899.47903	22887.6729	14675.51404	14550.29086	14174.64608	25295.84113	22269.33227	14162.00109	11982.46468	7856.107077	16130.17842	12801.59711	13584.08719	6743.426426	11596.27349	17465.33618	17949.92182	25298.04503	26545.31741	10203.48424	14415.84498	10543.20133	10389.5413	8751.877503	14983.21523	10746.55735	9592.584146
SM d34:0; [M+Hac-H]-@6.11	SM d34:0; [M+Hac-H]-@6.11	763.5946	763.5996	6.11	45.04347288	103178.1902	192039.7481	103598.4427	98311.63296	98283.61649	203580.5394	88993.09305	160355.3646	388105.1107	380933.1088	149872.077	448699.4546	129185.1558	168292.6251	272699.5484	373891.2416	341205.7239	402850.2303	386091.5171	223764.9664	371241.2133	475321.2593	274791.255	183459.2401	297710.3175	329544.0714	174391.024	437567.009	190728.2843	129952.7003	219141.3267	121056.203	363905.0718	249759.3085	344188.6768	114057.9148	115938.4946	214973.19	186509.3317	151430.6385	327662.7957	356432.6784	184707.5282	224550.8163	194529.7767	164264.5905	267083.8773	237580.8101	233703.9202	247294.3487	172762.6567	141097.1177	152069.8132	229112.3758	142734.3436	361697.3125	191343.2848	265279.0664	445172.5227	241147.7126	195190.5642	208154.2668	215318.5385	195699.7169	146302.4129	306386.7313	130022.2927	139930.9683	193067.9503	196469.4852	190680.4523	319062.3606	298040.857	141244.5141	269507.3525	140270.231	117443.5086	87439.99774	202024.2772
SM d34:1; [M+FA-H]-@5.89	SM d34:1; [M+FA-H]-@5.89	747.5633	747.5683	5.89	17.95796465	18164.60143	15149.25607	N/A	8065.857332	9884.344249	15015.31748	11283.97287	19839.33945	N/A	N/A	18532.78004	16932.96311	20948.42868	N/A	23539.5325	26502.96801	16826.83703	17133.97623	21104.8303	19478.9217	25099.88552	N/A	25714.76574	28935.98983	17529.83942	18895.65459	18395.54267	24990.71051	21727.5068	17355.79349	25420.37308	21202.6472	19057.64346	23353.35973	N/A	14082.7751	18433.14514	N/A	N/A	25868.4358	21395.40831	16615.63055	15464.53524	21565.21899	N/A	22208.73513	N/A	36026.22828	15928.91777	20851.62201	21135.67024	N/A	20912.58485	19125.38814	17596.75061	26675.05064	18910.76851	27091.46542	22180.05444	N/A	N/A	15866.61351	22507.30968	15500.73914	25002.98336	14965.05222	22576.59637	23662.37037	N/A	16945.5551	16526.95939	18439.18528	16212.58768	15188.07042	10926.99931	N/A	N/A	16170.88868	N/A
SM d34:1; [M+Hac-H]-@5.80	SM d34:1; [M+Hac-H]-@5.80	761.5789	761.5839	5.8	17.22994966	1439112.636	1343163.615	1367461.584	1255345.809	1301691.947	1175285.404	1164233.952	2356895.717	2514224.186	2228378.533	2240955.888	2555709.237	2225708.802	2422461.374	3775576.901	2824058.782	2704111.228	2863667.987	2986831.352	2368779.548	3205724.633	2227509.656	3310158.201	3102075.72	2238378.477	2565815.036	2245962.032	2259488.053	3183984.984	2050139.37	3224782.399	1779955.96	2397029.701	2648100.399	2788410.918	1640399.748	1818622.52	2870471.599	2199746.505	2546785.75	2773427.432	2592653.353	2482399.567	2585407.943	2428034.894	2883470.545	2603980.27	3816150.696	2765802.046	2344701.22	2044046.799	1897774.616	2426362.479	2142116.197	1842434.505	2206124.053	3195938.134	3238031.939	3522814.617	1860876.688	1966914.834	1557202.871	2337382.057	1710156.187	2540872.005	1652651.128	2073409.053	1934864.952	2794208.9	2793158.636	2440186.01	2107593.68	1712431.306	1559748.888	1319197.817	1666723.289	1528236.898	1346924.849	2014841.249
SM d34:2; [M+FA-H]-@5.34	SM d34:2; [M+FA-H]-@5.34	745.5476	745.5526	5.34	32.58410022	4976.926755	4254.749272	19878.46606	7733.157284	5686.314866	10095.05551	7179.743155	13617.2315	7747.391906	16458.35483	21924.86532	11586.07398	19414.72892	11026.60992	N/A	18293.29523	9809.087311	N/A	15598.88008	16421.07631	10900.64002	9387.997479	16586.985	14895.38085	24486.3926	13365.41302	12949.67759	11487.42401	9977.997223	8220.449311	14124.23095	7141.344045	9653.810933	12376.50821	12494.12248	9906.356754	8997.452822	13237.95398	8792.857806	10910.45465	9906.506302	20573.01034	9154.565058	17474.32673	9693.131568	N/A	13335.18562	10379.09382	12737.10987	25945.63755	8706.538299	7120.313739	13680.43696	22887.6729	7121.015299	9968.545024	10191.3913	12369.434	11468.38311	14162.00109	4334.36107	7437.970189	10648.59378	8957.825254	13584.08719	4390.662745	11120.2842	12941.49507	17949.92182	N/A	26545.31741	9356.332413	8341.558342	6446.221895	10389.5413	6707.694634	14983.21523	5937.376659	9592.584146
SM d34:2; [M+Hac-H]-@5.36	SM d34:2; [M+Hac-H]-@5.36	759.5633	759.5683	5.36	9.934555106	691154.4759	629699.59	660458.7476	645604.0308	664790.6931	653116.3556	626737.189	1153075.926	1105479.119	1175066.355	934425.413	1183189.482	997774.7222	923929.5263	1477215.954	1301319.142	1176240.473	1210617.237	1134910.45	1305534.981	1299730.083	876523.929	1344080.472	1178822.524	987863.3127	975600.749	1066504.925	1029774.604	1169308.495	728275.5594	1220701.633	810663.6985	976929.9214	1194099.69	1045389.928	734946.1075	933151.3929	1184128.006	785001.5007	1041393.083	1001626.168	1047216.143	935358.8992	1006499.825	896124.5315	836631.03	890185.9198	1539194.183	1090224.998	821883.0342	832412.1317	800840.4928	1114253.502	989356.4675	862459.3578	865965.0224	1039917.862	1348961.472	1348807.633	823860.11	974385.4483	869152.8642	974277.8834	851556.3808	1015883.807	647605.1126	1034694.933	962578.9631	1162848.203	1117301.017	1037113.791	927237.7752	861894.7216	895754.534	667534.3815	825229.9554	809275.1396	756620.4337	814599.7771
