	compound_name	Ion	RT	mean.RSD%	20190913_S00041674	20190913_S00041675	20190913_S00041676	20190913_S00041677	20190913_S00041678	20190913_S00041679	20190913_S00041680	20190913_S00041681	20190913_S00041682	20190913_S00041683	20190913_S00041684	20190913_S00041685	20190913_S00041686	20190913_S00041687	20190913_S00041688	20190913_S00041689	20190913_S00041690	20190913_S00041691	20190913_S00041692	20190913_S00041693	20190913_S00041694	20190913_S00041695	20190913_S00041696	20190913_S00041697	20190913_S00041698	20190913_S00041699	20190913_S00041700	20190913_S00041701	20190913_S00041702	20190913_S00041703	20190913_S00041704	20190913_S00041705	20190913_S00041706	20190913_S00041707	20190913_S00041708	20190913_S00041709	20190913_S00041710	20190913_S00041711	20190913_S00041712	20190913_S00041713	20190913_S00041714	20190913_S00041715	20190913_S00041716	20190913_S00041717	20190913_S00041718	20190913_S00041719	20190913_S00041720	20190913_S00041721	20190913_S00041722	20190913_S00041723	20190913_S00041724	20190913_S00041725	20190913_S00041726	20190913_S00041727	20190913_S00041728	20190913_S00041729	20190913_S00041730	20190913_S00041731	20190913_S00041732	20190913_S00041733	20190913_S00041734	20190913_S00041735	20190913_S00041736	20190913_S00041737	20190913_CS00000001-1	20190913_CS00000001-2	20190913_CS00000001-3	20190913_CS00000001-5	20190913_CS00000001-6	20190913_CS00000001-7	20190913_CS00000001-8	20190913_CS00000001-4	20190913_CS00000004-1	20190913_CS00000004-2	20190913_CS00000004-3	20190913_CS00000004-4	20190913_CS00000004-5	20190913_CS00000004-6	20190913_CS00000004-7
200	PE 38:5	 [M-H]-	6.61	5.809852348	1044714.582	2268670.101	1322340.499	1316958.504	978911.9795	1244076.183	2406508.867	2140028.322	1749363.508	1272816.088	1851007.927	1348017.282	1631323.663	2393951.599	1776167.405	1707266.511	1280157.294	860895.4941	1518977.654	1183129.386	1691117.051	1733104.069	1723060.802	1782774.987	1014248.175	1331402.403	1446277.855	1923112.609	559893.8006	1296949.271	1271774.457	573591.1853	1233953.688	1676234.587	998986.2028	1723836.762	1258439.794	1465509.494	2531672.879	648884.0378	1803733.351	1185921.925	688691.6008	2967024.69	1660652.298	1815043.999	1757751.237	1541870.529	1554799.908	1788078.375	2667345.242	2337239.748	1646669.372	1056489.082	2878298.746	2170061.554	1298861.382	3981669.617	1500533.273	2048232.978	1433043.42	1178069.837	3918405.782	2902985.023	2910519.04	2615874.288	2931510.653	3062020.929	2581682.235	2888461.088	2939576.104	2867170.125	850374.9816	764238.9875	694977.1383	744983.6402	632233.7816	665693.1569	655284.8972
201	PE 38:6	 [M+H]+	6.38	8.487181724	387610.9204	426155.3494	385197.5764	674535.3866	289862.5057	582753.05	833065.8019	622134.1395	482963.1927	444925.5795	345627.5173	499837.4599	302348.0922	356739.6451	659029.5077	301718.0264	427945.5226	275469.0398	425331.9644	229570.2386	321696.6282	823906.3765	604691.8233	269368.5125	508645.4189	412731.7386	442083.257	595360.0894	211252.7803	360196.7664	364147.8434	187023.2465	838277.0307	373739.1062	278645.8854	499072.7877	251429.8121	296932.6919	708486.9112	173075.2506	314908.6811	392077.9961	224758.9987	528158.9099	487091.2411	444184.5123	613976.1328	343574.3499	355492.8838	621906.4127	390588.7939	547770.0605	359703.455	456777.3434	585937.4456	683228.9276	552573.3423	633845.5835	961870.2842	928992.1177	658828.2719	361568.2057	997079.6464	417014.1888	743479.4079	733218.7614	779202.6933	829808.1623	849239.4313	916972.9066	913945.4575	818654.9406	180952.9556	202514.929	157815.1569	189378.8307	170449.1449	187734.8635	164155.0256
202	PE 38:6e	 [M+H]+	6.82	6.546028198	293305.5958	177426.3906	133311.0741	184272.9489	332682.8476	303356.4721	480529.1771	348513.6166	193394.654	157448.4718	188659.3196	191559.6829	277838.4998	215118.8053	261148.6123	294203.5369	162193.5777	154862.5184	366684.9139	184751.8246	129389.3431	179690.2735	231302.8395	264753.301	298392.2647	210601.7784	215346.427	248622.3521	223951.969	207429.1028	311411.8542	158819.1878	225131.6481	352759.0978	174129.6146	195044.2979	143040.9226	103050.8626	220974.1005	170148.5241	201466.0959	185913.8187	215739.1283	246659.0075	325929.017	142005.7915	307340.4969	220606.7885	110091.7458	208696.1235	223702.9702	307321.6381	156765.3088	177319.2733	453383.94	399369.5515	317553.8463	248119.8997	444039.7294	435283.3242	154980.9055	168060.5199	445390.4162	365312.1323	451497.9323	444022.839	458512.7421	510318.874	515407.6434	488127.9845	506059.612	442459.1464	475423.1839	410460.8532	458888.9543	435857.6888	414292.7832	409375.5249	426958.5073
203	PE 38:7e	 [M+H]+	6.7	6.964859086	291850.7225	196378.1433	170999.1347	211822.0211	321222.7413	319200.4469	461625.7356	323905.004	298137.106	313527.5816	260027.6848	247473.9709	256314.049	213286.3806	284946.686	271993.869	248431.8271	137342.861	333821.3491	182051.6136	238361.8168	286928.7347	228923.889	248031.5429	265883.0478	211349.7968	354398.0804	330059.5438	196231.2487	157237.5677	216418.7228	82736.36463	281004.3555	203859.2069	158533.7709	277846.8308	150888.5922	107691.4031	344796.7925	141877.5414	275735.1586	230078.6215	188420.8071	183953.6077	261992.4077	220008.8211	319486.1543	173035.6047	139683.9522	232777.3511	215129.1285	351583.1388	155656.9206	209343.4513	395608.9051	427936.5146	270255.3043	235819.7319	514184.9062	485126.584	236260.4159	259503.2633	558720.2582	261156.6985	423675.1034	502934.1666	486903.1394	434184.2526	501964.0482	440080.9656	486925.0149	447238.787	205517.8234	214401.069	200530.71	198420.4739	187927.3572	204170.4787	190095.7553
204	PE 40:6	 [M+H]+	7.03	6.153878204	376794.2536	382216.841	386860.5626	486699.0619	225186.0734	449990.0313	710249.8436	487252.2049	486665.0828	469129.6572	316708.0939	495886.806	275573.4926	203919.4618	493805.2882	242503.0537	425786.2371	196183.1081	318446.1971	231861.1805	392241.8692	493826.467	479040.5992	183255.8092	370519.124	343972.7593	476279.3946	579062.5312	160455.2186	242488.1011	332030.018	151665.6547	600067.7491	200971.5928	211562.7659	358440.3251	245050.1353	300539.5169	612834.8393	128475.6225	258699.0865	267350.2139	167435.1775	533396.0678	430812.3473	481960.7371	567097.5069	321551.2854	277688.8214	334266.5537	405274.7817	361406.6575	310793.4525	309462.7618	613135.7512	615592.1473	464797.9007	426020.6766	670705.776	851219.6135	494038.9802	433011.9654	679149.0144	355604.6381	671202.8234	708546.959	704533.7252	758858.7405	729991.3659	748014.8706	686178.1564	625849.8341	124117.6874	101214.5967	120944.7404	125270.8578	117542.564	109852.8469	110543.3482
205	PE 40:6e	 [M-H]-	7.47	4.838119887	360241.9626	311281.1269	164224.6384	251325.8638	316044.7334	382621.5199	471678.837	597000.3381	454316.2433	408641.9701	301453.7952	309988.7207	480468.41	533112.3589	291018.528	589043.3944	312244.3174	187536.1254	450209.7291	370956.9248	295010.019	322344.9699	196697.9469	458373.7249	206032.2718	221890.1387	276319.8377	358978.9566	173282.548	226690.4552	409956.1081	137175.2203	214089.7716	325546.908	275456.9899	344327.1323	210680.8921	139388.9218	335233.4257	158551.2301	492669.5523	373058.5528	321834.3478	401373.5598	461171.7655	343554.7254	410735.8254	299006.1534	185713.0179	571213.666	580438.7097	503205.9635	220058.8737	211270.86	282612.4068	430832.3929	278808.8751	380928.9046	254504.2913	465804.9842	212257.7381	331913.3288	756849.1494	624876.8574	370641.0183	339885.1249	362909.3976	327725.2725	376252.2958	366614.1085	366538.2524	374702.7382	303987.1988	241044.2329	294322.9486	256959.8921	339587.6028	295058.4505	263195.0517
206	Unknown PE 40:6e; [M-H]-@6.62	 [M-H]-	6.62	45.33464346	18137.07756	40547.11682	38978.65819	43078.65905	24301.88518	34975.04102	17202.8494	29149.69688	74846.38829	27079.13632	39859.17712	21848.60372	42045.08732	28928.28683	77043.88859	27016.19298	30244.85979	32744.84282	21069.81252	26090.53269	44493.40653	33049.84678	29025.29749	18809.29389	18169.1331	31325.9645	38131.16587	30375.77859	20436.15463	17124.1223	20210.11391	37706.28234	45218.03939	31807.96871	26056.12109	51520.39638	15380.90133	24064.20979	37178.8262	25194.03346	17344.26892	21650.7645	37706.88078	35617.45373	29342.15894	22972.23912	20069.69181	18800.14064	20291.86843	34891.24381	48950.76663	29282.82433	15908.00756	23350.08034	21263.8406	34092.01116	17815.60928	21188.76689	81770.12285	57202.08586	34772.88223	28286.00868	64173.01971	30504.33679	28340.60899	44885.92798	33963.26398	67944.88294	19869.38353	48915.58078	20559.32429	26916.93573	33093.9389	34049.05434	19563.06744	24905.26985	26507.31843	22919.41883	20941.25135
207	SM d30:1	 [M+Hac-H]-	4.39	8.607444672	40985.37977	15934.88516	29768.2844	25157.9746	15148.40642	22883.40107	37365.98001	88724.79786	63901.58719	17829.3637	43531.40144	48182.92487	26671.20314	69823.25575	25311.23707	46411.68474	27373.34794	37699.91915	38620.99081	26422.14429	34384.83293	66255.56364	24251.86022	49361.58934	18309.48788	20861.38768	31080.55009	22093.52	10230.14412	24853.69331	51733.73701	34347.66002	22741.54237	38517.86075	36323.35097	82129.23946	27897.50892	48687.1629	51598.743	33515.94183	51985.75483	64814.09496	49927.31614	72698.12337	19571.04781	53510.49239	58943.48846	46201.44369	35435.29536	71554.52515	64955.28472	53983.10154	17552.8399	12235.79745	15427.57052	20297.57963	13005.4031	39604.38435	7727.703072	44266.60695	20049.79336	20850.61998	67705.82107	60561.45739	33538.49972	35167.1165	38147.02836	30638.34122	35225.18324	39062.84736	38760.37778	39281.6217	32151.90064	24695.42101	17093.33502	18924.77588	20951.06863	27060.32711	24220.1463
208	SM d32:1	 [M+Hac-H]-	5.13	2.910681141	979811.0992	602085.2044	629587.7823	727721.2774	2436313.484	607001.9048	735457.3527	622752.4869	834177.3301	495064.3379	536072.6442	776361.9918	696738.2859	1724775.689	915276.5438	676844.1659	1079258.004	875471.4283	467332.2624	895830.4763	941722.5142	736123.8175	312610.0356	1257879.456	660265.5876	738207.4903	1049043.724	583494.1695	772061.7677	625789.5972	1007117.298	1345305.502	1130844.793	362863.6988	525753.2382	454835.4967	850485.1553	445625.1758	241434.3614	2143093.874	1238982.957	1023499.762	2474030.566	379582.1585	903647.6801	470726.4072	449021.0255	800199.0848	541910.7241	1012712.147	601190.5905	571900.6546	434656.2816	630437.0646	490466.1501	584723.8288	536797.8581	449809.3702	838364.7777	583775.4632	660290.4932	751378.5131	1158691.004	531941.4124	696574.446	742013.8483	711496.1104	726619.3265	760856.1893	707464.9855	720158.9639	708346.3118	1354373.53	1188404.405	1497856.513	1238504.455	1105551.265	1135157.218	1099216.04
209	SM d32:2	 [M+H]+	4.92	7.522559237	171370.7798	126545.6492	140189.6727	137657.7913	144961.2682	170255.3321	254235.0958	368974.9189	225466.7633	126463.4226	163513.0213	258722.5767	233243.3746	413886.417	161362.2078	158393.0748	191047.7751	144783.8507	241267.6802	152559.9088	155265.4116	316051.9074	261545.8135	236180.0843	133030.2245	133047.1059	275173.7956	183501.3686	76618.13562	153651.2229	227450.9885	235539.3614	135664.5061	207501.8514	226173.1862	212033.5634	206778.9345	212704.3105	330214.3962	191439.458	290484.8509	225003.4762	283468.3413	187827.3839	136905.6096	195885.5283	144473.4618	190523.5613	190412.7974	278239.856	318454.928	291621.6432	112651.8815	118608.3098	149573.3811	200514.7217	161120.4968	351085.2779	109464.3866	203660.4571	122903.6621	146859.3087	369788.8831	263172.893	325602.6141	317493.5332	351118.2494	368235.5898	322757.6628	376708.1921	386789.8879	343765.8025	128429.5971	130939.2032	134350.6821	127469.8976	133188.5854	131790.2014	128628.1105
210	SM d34:0	 [M+H]+	6.28	4.86740508	1068417.117	1182229.88	588249.0574	671321.8741	1043754.225	1500282.394	1961954.875	1747116.536	1186220.694	1313855.185	942520.1387	1389701.051	574869.4945	1124135.8	1557203.086	1271013.34	927057.7288	854138.947	977151.6888	611680.1211	1372093.963	1291989.729	1248263.731	1225584.826	1143037.673	571039.5848	1471282.115	1526814.396	1213767.825	600086.4324	627826.6518	603227.9023	1145903.048	1136106.108	1457644.284	1181840.845	1534444.324	1253753.359	1085434.546	677795.8529	1237160.178	511025.1984	1408158.017	652334.4525	1156951.038	1192878.156	904388.6742	1229451.068	983117.8692	1349440.685	1598291.455	1506917.937	1196668.404	1061643.863	1485605.113	1778411.549	1096550.555	1402374.915	1823772.083	1724479.794	528826.286	654980.1708	1895151.417	924043.4288	2179143.864	2148336.851	2093573.172	2404660.146	2274843.747	2258158.05	2362735.423	2338475.693	593186.6906	485388.1323	533794.549	484975.0613	1073040.114	498773.5353	433436.413
211	SM d34:1	 [M+H]+	5.96	5.008512892	14666286.98	19569117.09	16187844.14	15015437.82	11957670.45	22514124.84	29820670.31	61253640.03	29298901.76	28303274.55	31049191.53	21264907.83	30573919.26	37595891.78	21917924.12	46855299.79	21131925.29	11010409.03	26155432.95	17341048.76	35134806.21	39117668.29	18989955.76	23668865.62	10609685.49	16680919.68	22001825.2	28782198.23	7064971.887	8992044.511	15851491.91	12051261.12	12067910.05	25766231.96	23646630.31	27628419.28	19312042.93	27985521.45	43749378.91	12516376.41	31699768.2	26965912.53	20494676.64	21555706.37	14468911.73	27890233.88	20796440.73	10961592.76	22101769.8	27697085.28	32395831.24	40196706.94	15507958.46	10732357.5	17318742.83	16043548.62	11140965.45	25858800.55	13453591.15	24637052.23	12430070.05	19326056.83	36598737.29	29134730.61	23803082.88	22434637	23743454.67	26501215.88	25306757.23	24087948.89	24860126.99	23913326.84	5703068.043	5356167.965	6045259.884	5754932.264	5975535.478	5929847.582	5647893.871
212	Unknown SM d34:1; [M+H]+@4.81	 [M+H]+	4.81	52.506622	4724.329429	9207.627751	2506.194702	8947.040808	21299.51315	6466.031436	30509.23032	20096.41999	4664.97569	2778.347835	24379.94649	12262.99829	23159.8989	15760.57776	8214.850054	8848.187958	20263.57044	11473.05381	23863.61552	9363.003942	8025.783891	16442.29957	22567.44528	16260.99198	4916.400153	8906.940938	20639.22653	11593.35094	9232.644946	7851.948373	13251.60789	11578.14447	18190.66544	15454.81898	20309.1537	15679.29891	10541.4806	10312.09619	6757.34371	4177.987213	20902.63552	12569.40992	13390.00947	11900.93112	7868.882774	12163.18265	5062.381558	3564.623562	8857.182885	13386.83871	10334.73583	13311.88368	10204.67403	4571.180022	8398.364057	17077.76892	7159.17165	10803.22176	10946.78001	21760.02701	5200.066651	4981.265071	16389.19733	21265.10737	7104.886503	23133.43552	37161.2039	11711.7131	14562.5109	15962.98287	22270.21945	36570.14486	1003.058409	7881.549754	3273.651104	3999.411278	5040.04727	3756.246764	8024.000035
213	SM d34:2	 [M+H]+	5.45	5.348212037	4440438.317	4016554.254	3531087.846	3814700.271	4206698.106	4682516.485	6056129.813	7656324.892	4763428.482	6128439.569	4344412.211	4572407.804	5661886.824	6725890.241	4306107.675	4579950.807	4663036.592	3502797.166	4979386.939	4153033.096	5560043.057	6316072.374	5187234.679	5295396.192	2984786.638	3202291.53	5823233.327	5670209.46	2570892.588	3332231.353	4421416.487	4707314.072	4442432.685	4949270.951	5750348.841	5572977.249	6078181.301	4883768.558	6815696.475	4407542.693	6918799.773	4502783.412	6374491.084	3417358.555	3982827.851	5069022.339	4343458.055	3688713.541	4297946.946	5139620.267	7031385.807	7295253.575	3323894.001	3260163.077	5406329.315	6881782.779	3964779.945	7550129.84	4313020.419	5981785.202	3351091.15	4328633.281	8662030.514	6442999.706	7542981.632	6970134.299	7763097.04	7635970.65	7045829.301	7496719.974	8016071.141	6948864.747	2154370.884	2343843.699	2457749.806	2284016.32	2302220.684	2227070.743	2129756.111
214	SM d35:0	 [M+H]+	6.62	16.52686007	72407.45284	33613.00444	85108.21866	86724.38541	80353.5546	64220.59853	46221.14147	46667.85084	34800.56013	59541.904	39373.26785	77597.15075	43383.12093	25938.12703	95106.75291	47387.99441	27329.30464	72947.61033	37742.64735	66203.54417	32564.44005	31072.40999	64605.91634	53966.97533	104703.1328	72377.70104	38742.85277	47186.33175	144203.438	82446.43854	76452.19087	90788.77041	86349.06331	59964.16343	38345.22243	38800.59038	95132.9144	45664.6785	36042.0511	53653.49145	28826.4504	21701.24148	79014.76507	45420.57532	65069.83831	33716.66044	52866.29535	58656.87548	36810.48439	36764.36005	59654.44218	46514.37706	87067.20115	89632.35589	103241.2433	129137.7901	95347.99632	78305.98094	162349.0464	69255.92543	68233.71366	46217.48009	36523.82036	68859.26766	96052.25939	67240.17738	89523.97261	90416.83852	107591.4711	93053.5863	118852.2768	111085.3586	192733.4454	161243.7657	146280.3032	140759.4997	165977.7791	147695.611	133122.9236
215	SM d36:2	 [M+H]+	6.15	3.151821873	2452533.414	3038881.058	2126655.724	1542914.303	2331256.908	2310302.143	3553523.007	4033349.063	2105365.254	3185134.952	1641423.753	2654557.991	2275367.295	1849155.755	2703689.002	2496469.09	1942826.032	2096651.719	1219074.813	1655788.461	2505076.578	1962469.215	2246312.392	2613326.595	1902744.594	1761132.444	3833675.185	3134852.865	2094435.55	1498205.293	2673365.7	1558131.668	3220076.358	2192894.788	2633089.566	1517948.742	2806624.052	2470343.106	935557.5495	1567593.277	3008508.718	1311529.832	1883391.679	1349905.38	2273004.728	2765644.623	1301027.94	1596770.617	1839914.9	1819414.587	3337421.49	2717168.338	2526279.263	1415453.071	3747250.389	3416155.68	3500416.878	3257730.903	3132929.426	4002807.143	1778638.444	3317464.901	3583399.055	2425036.039	4145142.68	4010225.46	4065623.159	3946843.51	3844705.34	4088034.17	3910714.597	3783272.201	1393183.234	1247682.289	1428645.468	1295447.502	1296021.828	1285842.725	1192212.134
216	SM d36:4	 [M+H]+	5.17	13.27360102	74193.03445	64508.58356	52122.49882	54330.453	41509.76975	59765.88045	98048.40301	48408.49033	57009.86092	45824.68575	54499.27386	61103.60495	48234.03344	67716.24848	69583.54547	65960.47389	34047.53677	67844.2178	52126.57061	60431.45575	65040.931	58779.57551	43280.7139	61439.31152	73027.14621	50050.04371	94463.84834	69810.78003	69688.24183	52321.55326	53051.71083	48897.99863	68211.75428	52586.29461	59745.80019	49237.40613	58090.1851	74231.62384	68734.52152	38993.65133	58169.26898	38489.49783	35847.80123	65043.91443	73148.83775	57797.2634	53150.89716	70874.9317	47953.77705	24115.62158	71791.10275	82913.2863	32221.08921	58915.75213	80148.47462	82744.72467	65725.21015	85702.7181	113577.9287	98895.2207	57824.53117	69995.08855	98086.06361	93766.66628	86238.31845	121644.5395	127084.3506	118138.1596	139807.1108	131410.2	118548.019	131644.555	67432.3467	63004.88572	68638.05555	54881.20246	64335.33394	49087.9308	51093.47312
217	SM d39:2	 [M+H]+	7.2	5.855283049	112746.9771	92452.60558	101238.2408	101217.9366	109035.9604	137797.944	168097.49	148846.4764	146009.9257	103700.1387	123735.7926	147607.1253	118366.1985	135840.4227	106200.247	107213.3424	151373.0946	86814.69925	98320.70707	111880.4627	121385.5745	126660.155	74629.78437	138706.8998	80559.27971	90140.21268	147613.2507	113454.5072	80778.68889	96778.15278	138665.7721	122117.0924	138799.4312	82742.57189	124429.9165	100379.8537	136561.3884	124910.7423	92106.37198	111171.3624	153044.1703	89927.11994	135076.8194	100638.6677	96701.28923	125356.4164	119735.2735	113573.9903	110670.2412	153688.0488	151237.5517	138602.4687	100993.953	96802.61023	100717.1641	171463.6279	154963.8963	184098.9247	126370.3912	163314.521	123045.7067	122128.3807	143385.6311	125584.4688	213704.8183	216362.0602	216721.5951	228726.3252	208576.4518	239202.2573	200616.5856	204915.2425	103326.9211	98845.6812	99643.61704	90732.2741	104084.0987	91695.6203	89595.70623
218	SM d40:3	 [M+H]+	6.92	5.779211413	258050.2898	222293.3148	229082.4631	266659.9156	269233.0645	227488.5445	438226.0582	317954.4712	303756.2297	227046.8826	185883.5723	239230.755	202641.9069	194521.3538	169625.5492	213630.9405	262243.6602	279708.7392	170431.0105	235327.8061	239940.0276	176710.72	134985.6558	212650.3638	213920.1668	242449.9065	442169.7559	264222.9297	225129.6715	255579.8722	340322.0831	244578.1874	308046.1268	100558.3059	228597.1636	157347.7571	312724.4366	295187.4575	101472.5272	230905.5007	267534.9258	143935.9012	293220.0411	171027.5751	253348.4869	215642.5674	115049.8275	317696.5893	258318.2119	276416.6249	363772.5832	224323.0123	243440.1241	204252.0549	389818.8046	341254.4334	320016.3986	252359.0363	331325.7082	344522.9451	282580.2216	331297.2695	302252.6535	198457.313	386285.0152	388850.8128	420018.3015	433637.6766	422009.7117	450960.6884	449595.5074	430186.458	222881.2565	206258.9774	241115.0284	197233.041	233986.6006	211493.3676	223582.8602
219	SM d41:2	 [M+H]+	7.78	3.496753315	1060821.54	793265.6046	914167.2539	1028051.739	940526.874	1278827.976	1501498.658	1848850.407	1332076.892	1091325.516	1174167.372	1116905.349	1149081.19	1329305.873	1033455.004	1237170.401	1324221.881	844562.1112	1247670.176	973850.8194	1213439.106	1430606.865	923122.8827	1292261.528	719713.4214	810498.6455	1287690.973	1207761.649	645730.603	817255.8742	1087597.336	1179012.622	1227230.179	1000292.26	1044792.042	963783.5282	1428260.127	1217849.307	1265358.961	1181309.191	1483105.356	937641.0342	1543466.198	1023748.219	859354.5661	1261939.535	1019167.486	1167369.959	949228.5666	1359013.525	1612845.443	1806133.077	831358.1481	797669.7801	1120221.568	1627899.878	1160942.246	1828802.65	1087731.534	1620299.131	900915.1417	1205248.762	1659616.627	1562055.313	1894192.994	1914413.773	1829280.625	1897805.653	1788392.803	1970958.255	1878673.057	1780585.545	867976.5698	841495.7379	898263.884	833047.801	828600.0616	752267.432	805127.7508
220	SM d42:2	 [M+H]+	7.96	3.235747388	5899797.665	6631221.4	5982209.494	7526464.194	6689524.743	8460328.14	11362523.22	12709630.2	8627851.681	8579364.612	6882806.134	9034412.924	6104561.052	8534650.582	7942899.926	8294055.889	7502812.238	5199345.11	6905361.858	6859112.308	8422155.533	10461665.88	8337998.257	6884728.186	4576738.866	5877634.497	8717575.131	11158373.55	5283604.6	4931471.61	7044420.8	6061359.446	7442476.005	7312043.585	8431562.99	8841663.629	9765765.018	8304735.939	9686772.844	7422673.033	9193709.72	5621230.438	9031023.572	5244056.112	6359346.893	8037653.261	7039956.3	6531926.906	6684604.718	10237716.41	10798245.35	11786440.42	6065346.954	5923069.765	9833643.328	10124013.95	6678638.06	9626248.25	8636192.951	10108988.29	6271766.162	7848787.759	13491881.15	8696452.226	13048218.62	13285841.12	13009433.78	12466938.18	12158057.23	13163240.27	13224999.83	12542094.52	4539570.44	4429151.929	4549027.033	4494744.095	4346054.754	4064623.893	4136473.944
221	SM d42:5	 [M+H]+	6.7	7.020217745	204833.6898	279770.0744	170925.6588	137684.4752	259633.8037	146632.0065	303126.8711	216944.1345	152059.059	98932.02062	141703.1704	172563.3726	147523.3206	139562.5633	264812.2949	122919.0134	140280.835	163038.2462	63701.11568	127208.3189	140585.1228	61910.20096	117330.1868	117896.6675	105223.1085	128448.4983	351606.0545	246234.127	177100.0347	108460.8955	342787.8893	99600.01027	144916.532	64697.01066	187591.7348	101702.2711	282034.2232	158272.812	66801.0932	133487.2831	147385.5621	58671.69338	181318.3124	92909.25947	217420.1425	107539.3153	70653.08653	156953.0585	152302.4657	231791.5724	185520.9232	155845.3621	255097.6525	131825.4362	268699.859	209061.1637	141003.5861	197440.4993	259444.4601	298180.9527	161153.4651	320418.9499	342310.005	95387.70612	309169.3978	287814.4294	297434.5772	324900.6286	334496.7396	310520.439	358270.8576	309991.5166	41395.58853	47782.56002	39409.4428	42605.59099	53197.81887	43348.86497	48734.32509
222	SM d43:1	 [M+H]+	8.79	4.487623131	112245.4039	116293.6897	113092.2223	144131.6926	167118.0067	161602.702	198941.2057	330159.1383	214972.4502	155085.5777	144732.4237	192580.0744	157195.5941	249344.9633	144383.6377	161619.3245	200790.854	100630.7023	216056.7346	234350.2514	202246.7476	207941.0699	115621.9047	274788.1698	93004.17574	124330.4021	195406.5373	206225.1739	86629.50235	119548.7036	183442.2125	213773.3083	173007.7112	136664.9212	281328.4472	216903.0998	278540.7713	254862.3163	196230.6457	339721.3313	336141.127	195352.9294	505812.9517	141319.545	115860.2552	168905.1541	125780.0552	154673.517	162667.9793	252837.3902	181233.0694	312645.7881	160573.1479	78471.49111	140240.9292	250443.5407	105974.4865	183865.7216	147602.7384	211744.6861	116380.4265	182882.5115	273517.9848	261884.6537	264673.2075	265344.2714	284395.4856	289016.9894	277108.5566	283092.6848	299806.7643	294172.8228	167096.6672	183262.7054	166177.2461	165582.8602	169836.0778	147295.6748	148937.3353
223	TAG 36:0	 [M+NH4]+	8.78	5.802443515	1530.097215	2971.137721	15128.84389	7441.340741	6151.305177	14445.74829	18034.21729	10316.69674	3525.240544	1740.050633	131339.2026	131160.5448	79157.63636	57364.53293	62745.13076	127899.5551	6629.514229	17206.18146	10649.38682	10951.76019	3094.147752	319777.413	657143.4818	6646.972871	7081.692348	15316.25026	4579.384133	9668.513538	6514.02143	28490.12965	78230.48182	73599.89304	13495.80748	384069.0984	8886.156436	114254.8196	8768.337802	3341.337	3882580.08	5819.609805	1202.564446	34231.03701	30165.66911	272847.2237	5122.312968	36741.07059	141609.0221	30781.14932	4256.745806	14527.93706	14048.4136	23141.23856	13571.45661	9768.309642	65706.28975	8268.522787	10993.92598	158377.0679	7897.48331	19694.01295	8380.497171	1286.845755	10215.63416	97416.01169	147396.0284	154122.1674	150717.0886	165498.8104	155941.7853	140543.5501	152937.1456	138141.5928	100908.1695	86353.72881	83184.93439	87717.70628	88883.8866	78786.87588	75162.92565
224	TAG 40:0	 [M+NH4]+	9.54	4.298907098	6690.004293	5463.868502	20531.22151	15138.26014	15625.20648	44992.90043	27787.51722	18733.34551	7696.950837	5551.890946	258277.1315	163558.6239	204695.9123	346609.9714	168404.9067	73034.24017	6390.227754	68960.63071	17563.54791	13869.38567	4354.646318	203087.7867	848638.3247	6905.953808	20211.38932	20813.32836	6696.678419	12771.50389	7880.769227	151004.1257	249499.7655	359240.7819	8913.018225	464743.7663	29090.93352	292424.5416	8331.369744	10450.96937	5228910.936	16413.26925	7707.000947	28738.6071	18716.0481	155162.4225	8394.310556	38336.41759	219313.6335	61123.50265	13931.75719	28059.68078	24971.60204	82144.6784	3976.514409	25191.92545	115729.9438	12402.20734	18986.67331	77297.81134	32797.97777	90419.66718	12530.286	5204.229695	31357.9552	63753.30733	278119.8467	310137.539	308838.571	317065.0897	290114.9668	313559.6622	301101.0302	301342.1901	279454.8269	264041.7722	275881.7969	268997.4072	253248.9324	267570.9269	252188.5601
225	TAG 42:1	 [M+NH4]+	9.6	4.030449558	22222.70763	33020.18779	68114.64787	33940.24434	27680.60164	134981.1024	97239.47416	69813.1481	41371.64804	29674.4953	455599.4537	365274.9744	226836.7825	544307.2485	455966.1231	239814.4505	22604.46814	156766.2914	78155.36279	56440.94217	21727.12475	809749.3272	1488233.773	24807.88304	56428.96638	57999.72602	41372.52278	50916.0592	23050.44627	283359.5398	342127.974	583388.5852	42932.20699	794322.0021	91465.5213	634671.6139	48307.08743	62510.65237	10768662.03	54839.61243	41361.2264	96793.63633	74448.68295	421371.2284	39222.70972	154695.673	653168.8934	161234.2408	58535.46564	112926.0889	130614.9879	214501.1878	16034.23996	69338.68512	279660.8449	56131.16843	53636.46723	349645.4765	67481.29482	162748.5542	45159.60791	17693.22218	99011.36312	290476.554	671455.519	639613.4232	696278.1018	673121.2212	626222.1792	699915.5422	670338.7462	641665.7666	364211.4924	385099.9583	380571.6167	369394.2192	362430.7784	333972.2499	339960.8584
