	compound_name	Ion	RT	mean.RSD%	20190913_S00041674	20190913_S00041675	20190913_S00041676	20190913_S00041677	20190913_S00041678	20190913_S00041679	20190913_S00041680	20190913_S00041681	20190913_S00041682	20190913_S00041683	20190913_S00041684	20190913_S00041685	20190913_S00041686	20190913_S00041687	20190913_S00041688	20190913_S00041689	20190913_S00041690	20190913_S00041691	20190913_S00041692	20190913_S00041693	20190913_S00041694	20190913_S00041695	20190913_S00041696	20190913_S00041697	20190913_S00041698	20190913_S00041699	20190913_S00041700	20190913_S00041701	20190913_S00041702	20190913_S00041703	20190913_S00041704	20190913_S00041705	20190913_S00041706	20190913_S00041707	20190913_S00041708	20190913_S00041709	20190913_S00041710	20190913_S00041711	20190913_S00041712	20190913_S00041713	20190913_S00041714	20190913_S00041715	20190913_S00041716	20190913_S00041717	20190913_S00041718	20190913_S00041719	20190913_S00041720	20190913_S00041721	20190913_S00041722	20190913_S00041723	20190913_S00041724	20190913_S00041725	20190913_S00041726	20190913_S00041727	20190913_S00041728	20190913_S00041729	20190913_S00041730	20190913_S00041731	20190913_S00041732	20190913_S00041733	20190913_S00041734	20190913_S00041735	20190913_S00041736	20190913_S00041737	20190913_CS00000001-1	20190913_CS00000001-2	20190913_CS00000001-3	20190913_CS00000001-5	20190913_CS00000001-6	20190913_CS00000001-7	20190913_CS00000001-8	20190913_CS00000001-4	20190913_CS00000004-1	20190913_CS00000004-2	20190913_CS00000004-3	20190913_CS00000004-4	20190913_CS00000004-5	20190913_CS00000004-6	20190913_CS00000004-7
1	ACar 20:3		1.66	18.07019517	19797.71171	27243.47456	17136.21947	24947.00957	28050.15963	10611.56466	37811.16146	55616.84251	48986.02717	45508.64319	48786.01255	23343.44398	57462.49177	28530.98405	11393.26866	93455.17786	18058.62002	21116.14728	52905.79918	16971.05781	26062.53903	33951.58727	34065.7031	40618.49308	14030.24498	14489.71645	13022.93808	16366.80019	17023.1146	18185.93482	11064.48935	25084.39546	24238.30358	43472.98859	26475.83006	16073.6357	20239.49465	29146.25782	267662.1202	6156.411863	39637.90183	9562.357671	3625.492357	36678.01365	9643.089203	106780.3224	6619.092382	14271.62573	75635.41415	50116.55386	38964.51854	54844.78132	25352.78115	27464.31779	9948.839812	16036.80604	16994.39738	41181.35826	23833.15061	48427.94788	17655.11981	15128.13772	44768.5249	82183.28382	28569.81525	35158.66399	24196.52443	21303.2928	21593.59558	23731.03349	23663.18777	23901.84376	19161.98932	15885.89592	7794.112619	11372.67153	11113.61388	9686.878411	10945.86716
2	Cer-NS d30:1	 [M+Hac-H]-	5.61	7.031060327	28233.6375	27481.11896	26069.74874	15384.3963	22881.60879	22756.3649	25221.35021	36167.57639	22290.63309	18862.87775	25667.26486	29521.11463	31509.79571	25422.97233	34823.5384	33187.33009	21968.73169	20044.26715	26431.40541	24349.66733	22235.58636	28540.63723	23956.80122	34898.06591	22311.12482	20729.19036	15239.72886	19472.62501	23684.37469	27597.5936	29043.15976	27414.95129	24585.63956	37394.32148	29844.23503	25096.83352	26349.03098	14823.43341	22521.51032	31258.91212	17029.99249	25769.3143	30810.14927	19889.13265	24112.19844	21811.37076	25552.83191	16948.95944	23600.44859	20916.30703	19206.42703	34827.19856	19849.81303	25767.61953	24925.36176	20639.05613	25856.69211	26647.93535	22105.15908	20448.03673	22073.62135	18094.61012	26497.6639	25533.89208	23552.09591	25158.56174	24757.36229	22760.29259	26775.79609	27043.21209	23885.72768	27540.23731	16969.35918	22803.66508	22540.01375	26942.08431	20497.30542	23685.58258	25585.5172
3	DAG 40:4	 [M+NH4]+	8.43	23.54529473	5500.784164	5853.433855	8017.611721	7516.985413	1695.903541	4826.952694	25271.02708	22705.40055	8991.881576	8318.577217	23730.84159	7406.191589	22116.96436	6939.136485	22811.16317	27966.26157	2926.835079	6065.406159	21665.58254	1629.595461	3618.478727	23701.39647	8376.174025	3649.654652	2439.951671	3837.507584	3473.756722	18636.03194	493.5966907	4387.139934	7069.739318	15120.72765	5291.754987	17262.30676	11454.61609	5275.091424	3320.441955	12370.16609	99223.6945	2970.641697	5501.900191	3883.51684	3798.596906	18719.89774	1624.017438	30827.8625	17224.65015	9997.283755	11426.39953	10251.67386	16157.89501	7954.744498	6963.718243	9329.164246	7350.185575	2232.246964	3721.829877	22775.83762	3004.403202	11678.54255	4188.965247	2359.76624	6992.64515	29211.68444	11167.21758	10725.52466	7217.959509	7563.178759	6395.188513	10521.87772	6203.874265	8606.721758	3398.141633	1115.198209	1094.2175	171.0181568	424.3764485	2610.999867	1041.29103
4	PC 20:0	 [M+H]+	2.27	44.84635842	1092.270137	6710.012711	1233.068494	2561.510116	3367.117383	1735.515514	1090.100701	2037.797241	5030.475496	8812.62009	1174.791099	1485.499474	11260.22686	3917.679901	11117.99194	9589.232233	2476.002309	1522.262611	3686.347509	729.7261904	5227.742765	9007.382613	60444.38251	4214.613896	2414.225121	1266.64671	1779.803348	6744.122159	607.9528446	609.4468567	1216.244954	144883.9852	5385.217332	783.5899356	5544.323299	3554.823651	44384.92014	34808.6406	30476.39804	69746.26836	6783.874203	4742.92676	45637.629	3092.829116	2522.858534	7421.518134	3342.37855	3995.603567	23327.91691	11004.73138	2684.617222	8356.436524	5521.546448	5142.971892	420.4545093	4166.525733	2875.654018	5328.551291	1974.187307	4991.156868	2232.792655	1444.96986	4677.532226	2973.826631	2362.665965	1464.553285	2327.895838	3048.900454	1378.002697	1997.74736	4964.74755	2749.281691	1050.290725	241.9127573	1153.656006	995.7594699	59.80125313	191.9520178	789.518622
5	PC 21:1	 [M+H]+	2.47	70.03928674	1253.709873	1086.981765	851.3335001	1030.895293	505.1761851	168.7231152	2411.595818	2270.631592	1697.539721	2484.157555	1219.992766	1381.133844	4282.9296	5012.367217	6589.263076	5306.251503	4370.206238	524.3324031	5268.94167	737.8324537	2300.506283	4166.581564	62424.85033	1942.445627	304.2645761	778.7119453	356.6862774	2904.875165	781.814196	259.8433845	623.6754032	82603.51472	3959.095872	10103.00979	6887.660121	475.8041042	15724.97442	33969.83316	31542.25185	39646.5442	5404.209207	4669.551539	35765.08668	4556.39494	494.1802249	3828.208884	1422.584981	7115.614622	26409.17765	4623.389368	3589.248158	8629.98865	2013.283769	2394.587788	390.2018152	5627.608067	733.8233561	3340.962994	791.5341363	3103.900181	208.8790996	1316.957514	2117.428927	4937.936683	2243.444479	1224.461561	472.1711416	641.2879575	585.6366501	320.0126449	2501.987517	1623.286908	430.6777782	627.1006995	127.9145125	326.0607012	495.4528255	89.60733347	65.78153791
6	PC 30:3	 [M+H]+	4.65	51.29168677	168.0980083	550.8602469	1119.437534	522.2887383	1006.4588	891.4738123	3053.047584	3013.15404	3437.980004	3171.488702	1917.283157	1717.12565	6046.042691	13994.48539	2325.210078	2914.053668	1230.737955	3076.123769	2122.193387	1457.84204	1399.977702	2951.649752	10090.04326	1044.893526	1518.597849	1769.495005	381.6492307	2424.532751	332.2061152	1570.568434	2855.686844	19310.71092	1012.571496	8925.489877	1104.773768	2443.605515	1909.80297	1644.946254	103848.313	12901.92748	3160.735719	2994.240954	9597.900282	4218.979286	1461.942698	1072.05333	2069.833537	1103.591154	1788.170206	2590.180565	713.4304134	2994.730375	1535.36865	722.656653	1219.293024	1694.095834	1324.238708	2707.555713	831.3401872	1270.950101	1204.488404	774.812305	437.350381	5857.01808	1732.125529	1171.227567	2456.371205	2515.841158	63.93957677	1121.840947	1481.5979	1997.783565	1082.066934	172.5893463	581.9098236	138.3486171	514.5620433	910.4520404	254.2296777
7	PC 42:6e	 [M+H]+	7.85	20.04013112	112949.2234	95404.82643	158646.9744	62883.27173	74659.00829	74223.73219	255489.0162	215633.0488	144728.9867	134670.5356	130052.3893	105260.6231	388810.9665	205275.7493	221698.6367	286090.3188	116807.7522	79883.51112	133764.8755	57941.66261	112909.3859	198688.7942	74121.9762	80310.53717	53489.27701	79359.73164	74775.17984	167101.4622	77063.95546	56658.14698	58310.90663	87711.30625	95889.84812	156254.8933	109742.9938	84500.44506	148496.5111	109857.4702	410041.2198	73282.06055	102856.2313	66926.96602	74967.03196	175494.2236	68459.14195	237862.6258	123186.7204	149329.5335	83480.15109	142485.1398	135019.1165	116946.7839	92149.04668	125623.836	50843.43208	94771.44806	86100.5147	203843.356	85144.35416	95179.16314	62315.09291	47139.1075	139305.9512	277902.0396	79387.89711	140823.8466	168293.7729	135156.5561	116436.9472	128042.8613	124988.1883	115605.9649	81433.54326	43206.57749	50971.23489	57798.36725	55212.92393	35536.23492	86135.71115
8	PE 38:2	 [M-H]-	7.54	22.11462733	57566.09881	56188.1785	32020.31117	102546.2741	49881.34273	116929.4931	170353.4685	232995.1877	150453.1631	200681.5118	74559.04534	46716.93331	42490.60189	58840.07398	34360.01037	114798.9963	35261.39547	46542.38777	62004.23753	63568.39848	88101.36947	178145.6656	61521.16936	46267.25057	38746.62616	38854.37676	63611.20422	66073.39219	17531.3069	49004.92511	34671.95444	33353.0758	29690.01267	50342.2854	48241.57247	123267.3222	61124.0111	47041.99091	333286.2636	43219.61029	200509.4157	87691.22742	82430.38979	91636.28268	67018.35241	140272.7029	96222.54922	63776.02882	84512.27782	104160.7699	148949.5224	126150.6725	68278.16371	71860.45049	108862.3863	125869.6711	97178.07575	102625.7125	109873.3505	148773.0872	116204.7776	62745.67466	93154.64025	159099.6535	82013.98469	80852.10341	90906.95676	76494.68381	93127.96132	103497.1494	121770.9754	138416.5275	27662.20411	24330.15695	43497.16049	25850.48368	44024.27876	31436.26077	29237.64171
9	PG 34:1	 [M-H]-	5.95	13.62450436	27353.60741	42694.93951	31973.80151	54706.43607	28413.66396	70774.96831	64803.1553	62841.03206	51133.70857	45507.50499	75020.04487	55174.81018	31805.09991	77585.92659	51226.58911	77999.37698	50284.5547	33605.7259	53617.70812	44709.35359	68779.78184	171851.5485	88724.35049	61116.12994	23451.70106	47560.2755	43189.90264	52178.19758	11935.63968	25925.81205	26718.90826	45395.56511	22599.23752	77905.00782	48610.41902	71427.38669	32473.83835	74097.66302	130801.9118	36550.30295	65045.25424	37681.73559	44035.5147	41856.32579	17454.2595	81214.059	59856.17366	38136.0267	70109.55459	50081.01466	83897.513	121510.8156	21012.6621	45233.12822	71680.41771	50263.68267	44510.5763	127392.5827	45101.47644	69196.10672	34570.50161	49378.32077	62446.23199	135364.3523	59233.46372	65385.96285	47142.47414	62030.9149	73119.92355	56388.84405	53708.69692	67425.27681	23000.79184	20707.80962	22745.16473	4210.119431	2800.52139	21238.11741	15226.90915
10	SM d37:5	 [M+H]+	5.3	20.09864498	651.2786478	1598.109458	637.1421858	2858.985	2261.067218	1750.009496	3128.375681	1577.40414	3452.837127	1033.593933	4107.194468	1405.998072	1635.152415	6164.83268	4256.33618	2379.018167	565.0570912	2144.552182	3223.663391	514.8548291	2131.246745	5634.919212	1551.070146	4153.562221	1375.387738	1416.319105	2113.296379	3780.305231	234.9522973	272.3491721	1169.948796	3527.558586	2576.628872	1505.026738	2871.819929	13361.86359	1608.746198	2091.993217	70712.62033	1997.544439	3564.592401	4308.591705	2191.122786	3392.499812	1395.151951	3406.710083	3794.72525	2912.440011	3342.908509	10115.65128	7639.706913	5027.180334	941.4786625	1420.280856	1439.67074	1507.042908	1299.44874	5412.061821	1871.858053	3483.777265	1360.409689	890.5186771	4612.336187	5225.577358	2966.55081	2692.251349	3327.836147	2563.062129	1918.912609	3073.758798	3369.295784	2023.221102	608.8191738	803.6967763	666.6423292	747.206736	122.4243181	448.5195812	320.1695929
11	SM d43:4	 [M+H]+	7.78	12.74635074	22248.22507	15094.93846	14519.46346	21882.02971	14963.39886	24156.07177	49834.03383	45689.87708	37425.88905	26441.27314	32611.75966	27047.99682	55180.52582	21920.36179	34930.73223	36609.69455	23300.51737	9952.040937	19405.75191	7133.171102	16805.36336	35371.71548	14171.20182	20086.20144	11402.55054	11138.94104	15920.09893	29383.77382	14175.10585	18204.58243	16227.71224	36838.6248	19112.5628	31491.94654	8352.258331	12184.32172	11627.89271	24326.23713	51135.68461	11415.58774	19870.99001	15525.96798	10331.65445	33750.09906	9995.318123	52078.50836	12959.56051	42022.18957	28472.61032	36793.24954	14036.03362	21844.92951	31744.58105	19170.06262	11464.2011	8024.446426	12732.34166	24467.68485	28243.26816	18656.64836	17135.56803	21544.73362	19729.54191	41853.34733	22444.12473	20396.38811	18752.16673	24777.81474	16234.10572	21130.76213	20488.78037	23261.4248	16239.78699	16139.11553	6538.769005	12701.51065	13188.1967	11569.17683	11544.57705
12	TAG 54:5	 [M+NH4]+	10.33	6.234550073	7859956.626	3193291.206	2935511.241	5725759.259	23411861.17	3091896.474	4056406.574	1815948.404	2906340.777	2580896.427	1952518.019	2533407.795	2628994.955	9175478.741	4370110.502	2535284.527	4537597.66	4581672.787	2284255.817	5846509.085	4626426.503	1432379.77	611142.0393	6408523.575	4899961.326	3450518.001	4291958.698	2578020.874	6558294.902	3979888.779	4510312.257	5052139.605	6424564.906	639676.6562	2320707.288	1841743.671	4666776.368	2668846.126	463020.66	8827008.868	6855434.603	3136627.963	9192959.082	760348.2169	6155171.571	1128803.839	1219552.984	7172765.366	2539845.971	2356468.288	3088530.504	2151668.533	3268991.477	2919365.066	4876073.83	2813938.759	3307782.735	669715.5395	7557557.816	2785784.075	4087667.905	4780279.813	4626302.92	3747207.7	3807198.982	3335541.163	3239227.679	3853723.652	3722746.066	3583805.779	3790472.697	3627413.035	11417729.54	11542885.15	11319417.26	10900366.88	12022323.17	11641099.25	10442730.06
13	Unknown TAG 54:5; [M+NH4]+@9.45	 [M+NH4]+	9.45	20.65243028	7851.23471	3042.729848	4706.72436	10265.42816	8066.804639	15618.53357	11593.90399	10787.04695	12656.5825	118720.959	25897.85996	15240.0586	25436.23057	22951.54987	21635.13843	46818.89029	10819.38735	9098.165615	73185.36827	2371.826537	36381.84792	44311.31183	59727.01574	9854.526996	3623.027469	9316.240022	16247.725	66352.70373	8694.128438	7406.42986	11759.12387	48170.23535	25784.10544	50705.28506	98860.488	44045.22263	54620.51274	119706.4536	313001.2778	17187.14898	34421.65672	14063.11708	14492.01877	20067.90532	6306.968301	11560.6017	19537.68279	63184.2223	136315.0819	19099.68264	13542.05356	19097.38227	83715.79788	10353.68145	9132.609786	25178.89587	3679.946191	59501.43158	9752.097082	16973.05323	11257.91242	1246.657718	3331.824937	40090.61803	28038.7485	30790.64201	42199.4709	28137.66034	28162.55898	36245.97501	26455.2762	43458.2021	10366.34084	7615.664852	4115.643988	6127.880358	8869.225802	11066.18658	14812.52565
14	ACar 17:0		2.05	30.82925152	14247.25673	32967.91898	10795.34739	8234.9839	19759.13704	12939.26794	16833.77063	14090.39382	18732.02635	21165.80263	22797.60207	25329.78052	30644.09376	12760.56466	8396.800169	32695.64799	12814.7643	8717.896291	17945.47528	30518.04452	8451.513887	5298.35363	9400.50773	45170.39598	6121.388049	19882.40575	11241.67881	7124.78813	7578.125272	15798.86716	10501.41041	10494.52188	10417.74396	19952.61838	26732.97737	13691.64416	22384.31288	20317.93942	8753.834704	13643.50117	31774.07074	20374.44638	10236.57095	8931.383054	10444.7644	17732.79088	10787.17074	18982.77209	22418.78922	8467.188079	14658.6544	18001.86355	11977.56909	14979.29883	8184.919187	15076.79808	9622.265397	17778.41276	6911.282044	10282.3081	16284.94594	12501.21499	9233.034855	25461.98817	9602.312714	19454.34252	13229.21027	13907.00146	7553.050594	13684.18859	9939.470255	9775.813959	4161.431987	4868.016048	4180.855354	7336.086736	4850.486405	5332.014914	2496.309626
15	ACar 24:0		5.62	13.91254486	20350.97758	25788.10231	8900.209208	10967.97778	27973.52846	18656.0537	15892.64813	31059.79392	20310.95046	20559.19894	36954.48734	15806.45345	29135.73841	32297.46829	16116.4636	34867.65848	16292.14722	16997.22705	27232.27012	58315.78375	15218.17782	12663.31042	23475.11679	49992.15761	9782.281932	36630.58015	9011.98699	14284.24062	24913.3228	24635.54224	28910.15471	13205.10614	9051.022828	19698.65774	18679.70822	20291.39232	33978.42701	31285.43278	54802.17887	48611.6089	40685.13586	19966.18928	44518.44249	32983.19587	11812.23761	32388.76682	36326.88612	22070.48728	14355.27263	7782.377567	43687.31612	27430.59784	14359.83788	13660.32163	35108.07146	10850.9412	15286.68902	26693.2427	12204.34429	13598.44264	16810.93717	15881.99986	19202.51085	35000.58178	19761.31826	20029.36268	21715.49947	18210.39571	16784.61266	14769.69137	16372.21765	15218.23368	8049.611214	12097.97981	13945.54506	15136.54356	15390.042	15496.13834	11653.75078
16	CE 22:4		10.92	21.12080313	11125.50221	12145.10621	5789.435561	2101.374161	16210.55628	3223.651434	6778.633796	9624.863966	5538.76361	6289.93059	7374.937915	15235.014	11758.50052	40384.03216	10076.76489	12856.23097	6941.592032	7562.760316	19961.44944	17435.48934	4533.949934	5607.592833	10961.87451	41921.08016	3775.099689	9238.665078	13104.24006	5580.98541	11087.82633	8496.651468	24397.50541	7984.45667	8290.390147	18861.63593	7042.822208	7216.83845	16590.78351	10568.11915	4824.656974	21498.02266	21626.63869	7600.597142	24462.31208	6974.985345	8641.504478	7173.233786	3118.401843	5985.495663	3892.56557	11021.31523	16261.68729	9776.15693	9561.677345	5351.546633	3965.03834	5738.943913	2827.647518	11385.58258	6169.045692	4977.307431	7223.483582	13135.16547	11074.26471	5831.400682	12023.94143	8880.056821	7568.029463	7760.545247	9139.667375	6679.804149	8728.574592	11732.38687	5434.560309	3463.668456	4471.080787	6040.734084	5416.542804	5229.074721	7511.856579
17	Cer-NDS d38:0	 [M+H]+	8.25	18.12343405	3561.135112	13807.8087	4859.069254	5276.381768	4916.227702	10063.26948	14177.68298	20648.17932	9529.679376	9387.464894	9729.421357	9381.395602	20846.54007	10892.45245	9577.579703	18907.59876	3128.55279	4101.804171	8990.538592	7383.772501	4187.716865	7625.331703	12115.1941	35031.70775	5583.495573	17275.97977	3748.361113	4107.875548	6276.118834	3367.910616	7443.828839	5284.372129	3075.068064	9268.922019	19908.25034	11475.30078	11799.42885	25560.63107	19346.71406	9306.593977	11052.21165	14239.23163	7090.757906	11712.86821	8678.19778	12498.36391	8819.09724	7538.083406	15971.47391	8598.649753	12434.48176	10351.01218	7572.489994	2406.983396	9374.140299	7545.323239	3947.16712	11918.83428	2824.91703	5113.775613	5671.328774	9905.046349	4203.981371	13634.40537	7352.680667	8256.203454	8482.082137	7565.607189	9211.675079	7042.699307	9883.255734	5251.151675	3363.440908	1712.976445	2208.241987	2929.346951	3628.993819	3044.172703	3077.074141
18	Cer-NS d38:2	 [M+Hac-H]-	7.65	6.829187133	68922.71917	74118.91497	39340.8773	58648.99294	44566.93125	51762.28008	72179.04408	88015.58648	83079.25294	56457.89123	52213.93501	75452.3007	90528.30507	57416.31102	54989.95037	83468.78143	47627.12779	69853.0519	55306.35028	36904.18329	87405.51829	62905.6542	42872.66374	116472.3334	41605.38203	47692.71082	55345.57139	46873.78069	29464.25303	45453.56087	67302.69569	44526.87069	53123.84172	58562.64571	60636.70528	57342.35214	58883.03671	75670.35109	41688.99212	29487.48349	92760.78155	42457.16302	44674.18494	46580.3169	58598.5976	92266.08578	55041.38637	31400.48848	69057.35962	53166.30547	87375.33594	83663.04127	48558.71022	28936.81306	57078.84344	58107.39808	45390.02993	75169.95599	32767.02197	64628.11565	55434.24621	59297.26805	71356.36217	57755.26665	67094.23779	70975.23201	63635.26114	67765.80974	62046.89322	67732.86122	57593.24234	60910.74281	36154.93513	32955.19262	33257.22312	35829.02215	38880.49549	33645.34081	38596.78803
19	DAG 30:1	 [M+NH4]+	7.01	20.67185731	2824.723235	7646.701931	6035.556378	987.9482557	2017.480017	7026.359962	2312.030042	4191.106055	2823.441015	2259.976408	8003.113912	22958.47293	15334.96393	6045.669153	10594.71866	10880.50973	2707.395088	12536.34148	15163.10053	14234.12925	3664.099164	17541.59306	57652.60795	1699.34579	1736.118897	7370.252635	5238.176996	604.2018669	1581.278797	6478.184023	8263.26254	18510.58784	1889.331729	43417.57026	10051.57069	11342.66754	4721.188033	23846.09318	160923.9248	2363.712224	3608.292246	4929.578144	998.8422318	30233.6598	4610.488078	8730.378251	21347.57232	3174.912448	13181.56721	6799.20072	12531.0456	6996.338109	3813.099063	3454.881121	11307.08715	326.2420805	2669.558633	26360.03771	3856.719006	4548.073974	6385.056323	1285.756715	1108.804642	16310.69314	12015.8096	10341.21931	10194.70016	15071.06952	10048.59506	8227.566923	13322.67829	9060.318093	6993.002009	7131.645293	7286.193289	6869.579602	6185.41261	3602.247296	4682.655911
20	DAG 38:6	 [M+NH4]+	7.39	14.83213102	31481.93341	94338.91487	14378.90237	44363.2945	26751.1697	50009.96096	44275.73541	123203.0091	58815.62441	50704.89974	43548.35958	73821.52492	62061.45981	77720.63102	73918.05196	74888.62887	62003.67685	24100.4776	121995.7085	49554.39828	50953.26851	45802.06398	38779.2483	74699.68625	12151.30582	45452.87067	34425.25534	37041.84643	6752.505194	13322.98948	33714.90206	18015.64895	26860.23568	51240.71078	34118.82064	37484.32387	46513.37388	103239.2148	150689.8775	30793.76554	71069.18497	62971.49967	22832.95157	74990.75863	41419.94972	48121.27056	107252.0015	31516.14439	72631.53417	61325.20196	74307.2478	96324.39467	38266.98258	18276.72103	85899.26531	22612.58635	9627.227467	42662.22046	46401.62046	46441.71555	55519.31656	38835.86737	18892.26045	91985.51235	63430.68384	50965.13555	56064.41795	63880.49994	59585.01764	67330.87414	75046.06589	47341.19248	33345.66542	32081.9673	31123.91339	40538.01794	40191.1703	37674.731	28178.35504
21	DAG 40:0	 [M+NH4]+	9.7	33.90503676	7811.188257	9774.954099	6903.503819	5839.912919	11806.22344	10527.80356	2209.407769	8707.98512	8862.966336	9009.358563	5150.561923	4759.065877	8384.66978	10118.40215	3784.48601	10959.28498	9553.721541	10781.74938	7089.233049	14403.3224	8685.056814	4161.8427	3832.5265	10074.41263	7074.224526	14812.97185	4929.640099	4215.762394	11963.38252	7750.08295	11976.46069	5669.383302	8143.902201	13924.83437	6520.772103	6542.573804	8137.976183	9391.128324	16399.08906	6316.85108	18558.45197	5702.411593	8710.61705	5417.685366	12669.5714	13303.07969	4188.085434	11198.4939	9639.57844	8889.700394	5996.790709	6402.579423	3866.572472	8217.012612	3981.690155	3963.545748	4713.310972	9734.055592	4113.9898	2863.855074	7294.354842	8617.909198	10647.34043	10770.38648	5970.022354	7260.561398	6882.958941	6915.875093	2199.15768	3159.843023	5580.416502	5339.190139	2906.280994	3936.420422	4695.768434	4348.734553	4588.206793	4584.054711	6270.287992
22	DAG 40:8	 [M+NH4]+	7.24	13.53928126	13511.87378	23012.73016	7302.358034	32941.8008	8531.453698	21004.30031	18813.98801	66288.79667	37187.04803	32351.89799	21907.93612	22172.04458	11797.52129	7719.912859	26935.50987	12602.02914	51422.32148	3226.824072	60704.84122	1974.947208	32055.82454	19555.87739	7749.065892	22239.87586	4098.699209	21115.56047	12236.31706	20815.80845	3708.999339	2732.882963	6544.974231	2495.780569	17640.77088	4790.139963	8800.526965	6667.278241	6150.356133	36725.54436	50088.42552	7521.227323	20720.11038	31691.26981	4736.389588	19273.65449	10842.91234	9167.246528	37098.74224	4518.188715	23595.89967	18400.10999	21958.35932	31324.09179	6267.855175	7722.788615	23775.56159	10405.78831	3402.913079	14616.99822	18019.34613	40567.672	34209.18769	14953.99171	12565.31958	16943.34834	18946.52088	17400.14764	14930.05555	15862.59497	14287.97408	16022.01766	11809.20887	15546.30523	5577.869136	5877.131737	5115.256392	3209.679017	7552.353278	4566.174347	3355.250683
23	LPC 20:2	 [M+Hac-H]-	2.05	19.68610423	28717.38839	13823.52382	27175.9944	12379.39061	19890.03418	22398.55907	32666.91716	28667.86265	66507.86494	20730.62008	36252.90113	38434.63754	23059.28361	15892.1138	18094.91464	27344.26214	23407.98677	18026.63934	60752.99952	18306.47487	7272.238933	24084.45061	25351.37872	23952.61456	19895.64661	22338.03671	19932.67899	20472.11052	12767.35279	20185.43985	27590.39376	35845.97414	17182.19418	31713.47817	36689.28498	21389.13878	23589.75674	27940.19631	32383.50979	17622.71722	16207.04017	29555.76551	46547.58267	36331.36406	19020.13532	19312.02139	15647.75559	15719.87507	20139.32108	25532.4124	29218.79567	32538.49004	21252.17472	5886.961873	13190.95267	21229.06376	16742.49499	14061.04028	16136.2672	27092.90189	20827.66987	21055.66365	8211.365136	22318.43548	22643.03438	22176.01705	32288.3161	18071.53881	22469.79581	22776.74761	30795.48202	27937.49758	22246.17175	20886.64195	20016.72024	16298.86751	30088.957	24576.52983	24579.29787
24	LPC 22:4		1.91	11.94238786	47149.42795	98865.83168	27766.55855	12077.27909	34743.66063	25814.76707	36809.79696	66934.21453	57257.70532	23789.1956	42188.22589	103578.1446	52887.0873	61126.28373	31612.20525	72800.11949	27506.64301	39168.47973	116358.2934	53835.62348	27022.5518	29148.0916	58098.82839	104139.7484	17320.07723	55796.48928	21885.28281	28270.12569	20000.26036	29594.3392	89376.55309	33005.26641	15959.98229	183360.1515	59426.24995	46693.92663	58098.53092	83682.9796	74797.76	58071.85386	41965.96819	39254.8949	60782.54761	80363.47971	32316.68771	52815.15043	28077.25461	48332.60698	65363.01299	37152.79045	84056.18651	49467.39548	36923.278	17687.31105	20986.43978	24533.35123	18188.28631	67142.47574	13337.71272	35591.1967	22272.79162	34868.96284	26199.28548	63912.58406	31092.28935	31472.70673	36670.26925	34292.64567	36136.71567	42995.56913	38989.85044	31284.13541	21591.63096	33466.33053	21484.48724	24093.96509	33064.03126	28511.42002	27634.03909
25	LPE 20:1		2.79	11.60914116	6908.559031	8729.263496	4081.142973	3879.982869	4473.73104	5404.036298	4541.530649	8229.868212	7965.671887	5960.33617	8156.83963	7544.489292	2843.925907	4771.423928	2031.775961	11805.76988	7909.939163	7872.791076	24057.072	9722.953606	6531.431072	3785.317946	11852.99617	5565.061764	3547.57808	10258.66788	4476.799979	4833.256037	3093.683759	7278.094313	5559.710623	12105.71436	1979.62204	13092.02641	11617.74044	11694.72359	17625.9248	17881.39349	21161.50006	11464.38723	9930.381912	4864.2687	11992.37823	8270.628402	4482.017345	6148.097461	2724.104348	9082.985427	8151.318033	5039.484244	17293.35805	7310.159523	2591.923198	2573.032763	6821.847853	2838.267991	2653.152832	6695.020943	1583.646031	3276.907167	7274.592035	1655.453753	2371.143596	12343.38782	4937.261386	3991.552582	4820.390694	4965.872901	4220.528717	3530.604129	4293.426795	4164.237389	2572.456854	2743.67456	2396.707049	3735.122616	1879.675999	4279.570423	2201.171117
26	PC 17:1	 [M+H]+	2.01	29.11577268	20621.37166	15071.78381	15841.85306	6188.259353	19185.73603	14491.01661	10985.66721	12410.58655	11389.84002	7537.124675	7933.098462	24183.26618	10274.1165	19177.0325	11847.48082	11927.73209	11921.52234	28191.03777	30119.50986	34779.43323	7456.81474	3675.711969	23118.11081	37803.99204	9702.36829	19822.53503	11012.80398	11135.40061	7959.577427	14190.03021	12298.66809	10397.99584	9878.467056	20136.28843	16494.49139	12916.68026	26021.2489	25927.17627	7425.394277	19979.24133	49802.86265	8351.184674	55222.0666	15655.12575	17290.97256	24736.77667	7780.171043	24173.74682	15533.84164	20186.77924	26319.45304	20445.86379	4847.547416	9412.165831	8409.002758	13826.74673	4896.726339	10810.48727	9177.502295	18562.01809	14183.59628	6326.438232	14421.4621	15916.88953	10273.00492	9198.186914	10655.78366	15050.29041	5416.35644	9383.403948	14225.48092	13663.37241	5737.224648	6977.512842	9291.404487	5280.918625	6881.070769	10489.30296	5320.380732
