Sample Name	Name	Start Mass - 1	End Mass - 1	Expected RT	RSD%	20190913_CS00000004-1	20190913_CS00000004-2	20190913_CS00000004-3	20190913_CS00000004-4	20190913_CS00000004-5	20190913_CS00000004-6	20190913_CS00000004-7	20190913_S00041674	20190913_S00041675	20190913_S00041676	20190913_S00041677	20190913_S00041678	20190913_S00041679	20190913_S00041680	20190913_S00041681	20190913_S00041682	20190913_S00041683	20190913_S00041684	20190913_S00041685	20190913_S00041686	20190913_S00041687	20190913_S00041688	20190913_S00041689	20190913_S00041690	20190913_S00041691	20190913_S00041692	20190913_S00041693	20190913_S00041694	20190913_S00041695	20190913_S00041696	20190913_S00041697	20190913_S00041698	20190913_S00041699	20190913_S00041700	20190913_S00041701	20190913_S00041702	20190913_S00041703	20190913_S00041704	20190913_S00041705	20190913_S00041706	20190913_S00041707	20190913_S00041708	20190913_S00041709	20190913_S00041710	20190913_S00041711	20190913_S00041712	20190913_S00041713	20190913_S00041714	20190913_S00041715	20190913_S00041716	20190913_S00041717	20190913_S00041718	20190913_S00041719	20190913_S00041720	20190913_S00041721	20190913_S00041722	20190913_S00041723	20190913_S00041724	20190913_S00041725	20190913_S00041726	20190913_S00041727	20190913_S00041728	20190913_S00041729	20190913_S00041730	20190913_S00041731	20190913_S00041732	20190913_S00041733	20190913_S00041734	20190913_S00041735	20190913_S00041736	20190913_S00041737	20190913_CS00000001-1	20190913_CS00000001-2	20190913_CS00000001-3	20190913_CS00000001-5	20190913_CS00000001-6	20190913_CS00000001-7	20190913_CS00000001-8	20190913_CS00000001-4
Cer-NDS d42:2; [M+H]+@8.42	Cer-NDS d42:2; [M+H]+@8.42	648.6284	648.6294	8.42	18.3659384	256025.6813	231990.7265	248780.2475	230797.6648	234586.6594	221465.059	230047.9803	267771.5497	281582.3503	338550.4123	286202.3795	196957.6155	279719.041	368939.9563	587811.0077	433093.73	380289.3411	516061.3213	442694.3543	311735.3397	241352.916	283839.5453	597798.2509	335314.0595	233472.9554	305002.9772	201742.3556	495959.0675	529240.4574	298804.9282	410342.0524	208243.7856	412004.8954	330679.276	348093.6927	186584.6294	247655.8913	269815.1196	207584.9602	245607.2529	320080.0283	312746.5021	339621.3775	288781.3592	387876.2175	391064.9947	177790.0664	405726.1972	255579.2152	139433.4872	311331.8517	291395.7966	624959.9159	325639.3785	209421.6322	268390.7506	248221.0792	525262.8394	498152.0717	302301.3726	312975.1844	445424.2561	358177.7186	202748.4632	401932.3118	115417.9494	228542.0023	248159.0634	340039.0002	295266.7256	262634.2134	386597.9286	398570.4912	290410.6576	299831.8755	278256.5199	250867.4927	254243.8021	289357.5424
Cer-NS d30:1; [M+H]+@5.64	Cer-NS d30:1; [M+H]+@5.64	482.4563	482.4573	5.64	44.53626815	6156.976317	4907.156007	5809.03805	6059.622086	8460.434494	7303.442372	8307.806385	6172.945529	4475.887092	7329.231766	5146.745703	4556.881492	5174.359662	3816.724458	3640.94528	6524.620715	5260.97784	5455.617308	5227.654216	3669.548549	3840.116271	6974.599609	7116.615023	5717.004175	5840.036133	4087.613548	5445.503698	4355.044394	3435.161566	3030.588743	5569.633279	6759.426289	10888.06838	6329.779892	5669.697565	10263.44981	7010.977551	6331.238505	4471.857011	6338.997709	4485.586288	2988.175622	12139.97723	4579.492198	10563.52388	4154.482677	6075.173979	3297.900683	6739.892747	4388.533277	5318.693333	4069.298754	6532.471345	5853.720222	6161.084565	4752.042677	2550.260293	3985.497485	5982.523832	7042.454475	4337.67396	4325.742682	5778.928376	9295.009577	6597.333521	5750.875685	3598.767761	4525.966749	8266.652144	7229.039009	5322.691548	9310.105823	1777.768465	3498.912053	4531.372049	4775.788478	4011.226091	6113.675041	5577.84013
Cer-NS d33:1; [M+H]+@6.70	Cer-NS d33:1; [M+H]+@6.70	524.5032	524.5042	6.7	26.22377649	3692.513584	2261.18962	1171.653606	3526.01157	3018.624359	1535.106512	2010.512119	1901.247946	1350.017384	3000.378042	2313.433677	2892.467516	1012.629334	930.517802	3646.780993	1890.345112	2097.941717	1479.656956	4290.025178	2748.290659	786.4505757	301.678015	2874.051653	3335.076992	2856.823041	2932.760636	936.3210521	1369.81992	747.306195	639.6343977	3856.554141	3133.420696	1097.466752	1445.281935	413.7347922	1040.739872	3633.625035	812.3485938	1249.911086	2639.564501	535.696768	2709.896384	2451.226066	2593.513367	1734.104247	1651.475728	4198.961421	656.7465886	1196.802359	2004.113733	2574.800436	2019.736209	3027.794949	4050.661714	1969.624667	2260.972373	1642.957663	1727.884335	3451.16243	1881.218889	934.9892062	1571.058626	2829.514617	888.1886158	1735.872752	391.3419711	3266.378399	2685.565402	2214.221361	1130.907159	2369.98486	2635.306081	1899.416963	2153.568162	1025.996673	1685.366907	2202.733197	1913.219355	1466.897801
Cer-NS d34:1; [M+H]+@5.94	Cer-NS d34:1; [M+H]+@5.94	538.5189	538.5199	5.94	41.29744789	6291.728599	2301.455298	9702.74729	3283.886583	9798.659511	5542.798345	4888.316622	4548.899024	6685.097873	3475.065077	2834.745442	6935.127241	6836.836966	2677.797748	1692.65004	3506.120132	11947.06993	6435.064001	9009.554999	9574.28604	6104.591666	4664.626237	17148.89435	7757.552809	6330.275006	5079.320286	6502.592002	2871.282144	4087.210378	3459.104532	7101.841211	7100.433343	8918.126043	4262.865484	6015.056872	6454.235834	2492.298561	7737.765862	3732.819378	3328.281015	1803.943481	7513.468056	1705.915211	7759.042917	4721.033901	4483.764	5166.578903	2155.797876	797.2775273	3552.513994	6541.321206	1877.605755	2763.10212	11093.8668	3431.139664	4788.047436	6052.558917	2402.609502	3404.742553	4523.46483	4527.13248	4371.422819	2120.810685	3685.565837	7903.940257	2974.99262	1974.115335	2435.941346	1881.26846	3397.609335	4854.093607	7002.298652	7582.74456	7581.787181	2263.317036	3896.575522	6620.555607	4496.231992	2777.948309
Cer-NS d34:1; [M+H]+@6.98	Cer-NS d34:1; [M+H]+@6.98	538.5189	538.5199	6.98	13.68529923	23652.53573	27020.08731	27966.13584	26198.38238	18905.78468	23763.15863	31339.53115	23458.15258	32048.93886	23902.92256	19869.92792	16809.72171	30516.88239	33689.82157	38078.06094	26672.30001	31886.51705	27739.31096	28378.48586	20511.65529	15928.29538	31073.50319	31750.53139	21926.66688	23754.43234	18452.28238	17852.63863	32794.1107	28418.59494	16908.245	23432.78152	23162.42411	35595.27926	19730.56345	20122.35223	25266.24652	37138.21184	20493.80161	25339.20983	21764.21945	18885.69712	28785.79545	18010.79727	22008.99926	27893.14376	29582.07103	21889.33595	24845.06316	23495.46477	14706.55009	25383.40209	20787.64317	38036.20333	21894.76797	16114.81549	26251.84459	30310.92866	32865.42565	32136.69242	24063.2594	29617.72756	20191.78602	30191.76271	21264.88385	22849.51594	12667.03028	21306.10822	31506.0824	31496.87535	30842.2469	28284.29456	29859.436	27055.57703	31191.94669	23661.62746	20820.91586	24837.23514	26092.61275	22699.63608
Cer-NS d35:1; [M+H]+@7.95	Cer-NS d35:1; [M+H]+@7.95	552.5345	552.5355	7.95	#DIV/0!	10215.44659	9361.315888	6858.037115	12090.18333	12958.17509	8599.959288	N/A	N/A	N/A	14178.83223	2569.401974	3007.838562	N/A	N/A	4757.770116	N/A	8935.290094	N/A	N/A	5341.98731	663.7814355	N/A	N/A	4828.462298	7104.911877	6040.190132	N/A	5994.61892	7436.022293	N/A	5678.344851	7165.433237	N/A	6599.608703	9478.012843	13321.71785	7053.566445	7050.843513	N/A	7552.718081	6950.986579	3863.19965	1786.975325	7718.331157	N/A	4804.033018	2500.25162	6432.196017	N/A	N/A	5166.467692	4696.540822	3982.484934	N/A	9242.605708	N/A	N/A	N/A	N/A	11783.34825	9616.316967	9983.572159	N/A	9069.115744	N/A	9924.971006	N/A	8913.936125	N/A	3327.560346	3321.397199	N/A	N/A	N/A	4043.913176	N/A	N/A	N/A	N/A
Cer-NS d36:1; [M+H]+@7.56	Cer-NS d36:1; [M+H]+@7.56	566.5502	566.5512	7.56	18.17875109	11976.44248	13816.01194	10579.16945	10626.66582	9705.843149	13484.71615	9223.268332	10060.13775	11429.93435	16703.27929	12562.18587	7947.541733	18008.80237	24392.57984	36855.08985	23440.35524	19850.76644	9540.513154	17471.94518	17198.30521	9661.700788	18956.59917	25299.84675	8111.030544	8771.482332	11441.15577	4303.102359	20619.02691	18618.04662	16073.73977	24535.34886	7830.424041	19461.51162	9931.041895	16908.88567	18069.1763	7827.5742	20744.80878	10027.86195	8919.496751	28817.60567	19717.17509	12018.31606	14069.71773	16807.41193	21392.39966	9970.35214	23031.95458	13936.382	12820.2008	15873.39466	11312.97618	36331.01776	10574.63914	9196.82034	18250.89871	23725.28145	14193.13108	21479.89413	16971.63987	11202.91364	14293.89745	20967.62738	7560.322849	12752.95378	10627.45567	19304.86742	8475.952357	22177.03038	22017.83911	12312.84021	21068.18536	13183.92834	20946.1908	14978.81669	15278.04929	16135.36256	13813.14962	16405.62043
Cer-NS d36:2; [M+H]+@7.09	Cer-NS d36:2; [M+H]+@7.09	564.5345	564.5355	7.09	33.83302198	2115.301732	1831.50535	1311.649981	1169.893113	1581.603918	1121.118969	1273.779265	1904.391344	3726.267465	771.6039551	863.8158614	1206.227738	2750.993501	2436.680405	2967.669453	5391.725565	2315.765676	1596.422596	6482.445741	4462.750649	2250.679029	4149.056472	5602.633134	1120.120066	6473.087151	2067.611259	2836.877438	6016.06076	1964.109837	2214.462055	4169.364768	2762.036407	4653.981783	1916.203116	2652.408608	3556.559652	2328.845641	5904.392019	5037.138919	3280.046633	4218.615168	5246.603745	4421.510508	2365.55312	1971.538263	2585.569315	1381.435399	4355.273508	1678.591454	1830.79813	395.9296136	2449.9432	7152.749969	1206.463957	766.8229829	2235.936986	1233.508144	3530.742962	4993.289426	5964.590691	1655.228824	2792.612561	638.4351543	3011.822973	4753.017182	1811.692517	2247.239811	3012.355215	4378.558149	3905.012529	3596.277972	3898.824213	2196.869485	4118.704076	2229.147644	1751.184076	3671.796656	3042.717343	4834.815569
Cer-NS d37:1; [M+H]+@7.83	Cer-NS d37:1; [M+H]+@7.83	580.5658	580.5668	7.83	26.85424785	5610.600037	7853.74923	2542.662919	5972.589735	3512.993031	6155.660605	6022.766859	5656.126845	3655.65679	5589.680777	5703.085176	3466.749409	4249.863879	3105.762738	3666.044	2474.469728	4689.348746	3502.223949	7206.758457	4243.157417	2418.616404	4254.136796	5732.174061	1377.822815	7587.714366	2043.326167	3973.503286	5527.632871	3423.47568	5652.937512	9381.859203	3191.442745	7359.245656	3916.4863	3036.580949	3433.661354	5583.588062	4295.588434	3813.076839	3424.17974	6331.340187	5310.948651	2730.818998	4694.104535	5421.881482	2227.00942	3228.490521	5198.062631	2840.490693	2914.838074	5901.183814	1833.814881	9176.836695	4733.807453	5717.926163	5082.96725	4113.46028	3847.396062	4521.557274	7056.83888	3850.567069	4555.136496	3971.857463	4334.136225	4632.550888	4902.051803	1556.343962	4292.871698	4516.99468	3438.798722	4384.148596	4222.96187	4410.097202	2904.716372	1888.89712	3845.783706	3306.911971	2337.465552	3413.235087
Cer-NS d38:1; [M+H]+@8.11	Cer-NS d38:1; [M+H]+@8.11	594.5815	594.5825	8.11	13.67257917	19104.87995	17074.0212	14040.67912	19834.82936	16288.39139	17611.1402	15298.96395	21724.2635	26465.4964	24577.51611	28242.30363	14573.53189	21059.08447	27251.56936	50590.66911	26952.39083	20216.05155	33242.65792	35999.42281	20274.56689	14512.22606	25685.04386	56031.0633	20357.61345	21944.04627	32774.64133	13676.41484	31763.15375	36648.34732	36672.07877	37376.7886	24231.0281	21555.4958	20250.84518	20231.97925	21915.12458	25054.28508	20713.20161	17686.88069	16011.24574	39981.44132	33163.49927	35182.53859	17073.87517	35082.90614	55434.55893	19709.2793	30987.89838	24250.3084	18535.78578	35974.40301	17081.93243	47645.79242	20801.32074	14162.24334	32843.8781	15654.62478	32186.31304	33151.73274	22215.12789	16962.34668	21532.69553	32645.59477	20384.10991	29335.76056	9047.743658	16601.1185	17163.76389	18859.80259	28714.16663	36454.1866	28705.86827	29780.40934	23064.30105	22946.64849	23421.75094	24501.42164	19444.93904	26643.75506
Cer-NS d38:2; [M+H]+@7.69	Cer-NS d38:2; [M+H]+@7.69	592.5658	592.5668	7.69	44.67105165	1240.455608	6027.91034	1279.73847	637.7587936	2525.103564	2090.16944	393.7913851	5300.659629	3227.392459	2349.659978	4414.498568	2583.933817	1734.386158	3970.692399	5516.217224	1875.781258	4031.850075	3568.64385	2289.646886	5321.856966	4541.015319	1884.111638	5015.438987	1060.90847	3714.988514	4391.406713	1308.879025	2724.979215	8942.810776	2023.190658	7899.201958	1370.63598	3320.476299	2057.694221	2213.396229	1938.711806	4104.563248	3287.576967	3995.808841	1732.033105	3783.697629	4238.329269	3771.990575	4168.396414	4458.509908	4539.020391	1330.087799	5850.291779	1866.576294	1618.386454	5403.379649	2404.375227	7365.255704	3741.886428	3685.770185	3680.241537	2425.609188	4196.077388	6394.285221	3981.722244	2577.78683	4133.146083	2639.380984	2336.491045	7470.573463	1357.766792	2553.810387	3489.05615	1202.096108	3124.744825	7004.00476	1727.970225	2699.260573	4730.609299	2400.575497	3250.859337	2028.122777	1994.657574	5395.019876
Cer-NS d39:1; [M+H]+@8.39	Cer-NS d39:1; [M+H]+@8.39	608.5971	608.5981	8.39	19.56433919	14088.31564	18735.39423	16133.73545	22227.63174	12379.11176	15830.57837	18494.17798	13593.65185	8215.937918	14168.80173	12263.37938	7712.240063	13638.4906	19076.4871	25603.80553	26318.05414	14380.7647	31632.26321	16853.99971	20536.98958	11424.12868	15181.08966	27726.22554	12024.25748	11651.76339	20309.96533	9241.102949	24314.4589	20389.89602	14329.2011	29762.67531	9904.875234	19762.979	12879.2146	9548.317194	6843.734805	13494.55228	18511.05847	17669.47678	10023.42094	18868.0938	15880.39763	13220.71468	10688.78566	13404.27546	27741.0645	14338.17572	26814.42703	17191.11136	14343.23632	23235.36754	15073.42806	34347.54417	15551.58005	16280.49454	12307.76785	14652.93472	28597.7349	23666.62231	10466.88238	9077.716643	14993.33504	18463.45538	11358.02576	23368.05739	5954.82928	9689.174428	9383.256828	11686.34499	11597.90537	19689.98523	18017.84592	19282.48479	16108.49538	17758.10933	14076.05355	9771.321413	14667.12752	13962.77369
Cer-NS d40:1; [M+H]+@8.34	Cer-NS d40:1; [M+H]+@8.34	622.6128	622.6138	8.34	16.58312676	172495.3097	171947.8243	172126.9043	179413.9802	178177.8672	154772.0948	154364.7135	166921.0726	139397.1363	190976.6232	117132.3481	101133.6004	149792.0007	224634.8753	270200.8102	235896.2877	158582.1109	279025.6726	271278.6639	208829.3475	167089.1513	173340.2275	357016.9592	139546.4146	151442.7452	194312.1028	141753.5353	245726.3065	309527.2843	185721.2018	259581.362	139900.6299	241628.4962	178301.5008	136393.797	120300.9188	152210.3357	176187.0224	155217.8944	114054.7804	244220.7669	179572.9342	226089.4363	133354.0356	236856.154	397686.7745	149851.6527	304054.6708	188981.0055	94888.74735	257444.0163	174831.2054	317607.6081	195240.3509	113092.4577	165492.9223	160276.99	294322.7599	245088.0228	173399.0188	120696.5903	186759.0589	177639.4428	123467.9049	236728.2249	92804.01384	104991.7158	110528.8124	176704.504	163377.3865	256430.6924	214934.1211	241439.6954	181924.3634	164916.7603	156357.1141	158092.0448	165994.8953	176996.4972
Cer-NS d40:1; [M+H]+@8.56	Cer-NS d40:1; [M+H]+@8.56	622.6128	622.6138	8.56	16.58312676	172495.3097	171947.8243	172126.9043	179413.9802	178177.8672	154772.0948	154364.7135	166921.0726	139397.1363	190976.6232	117132.3481	101133.6004	149792.0007	224634.8753	270200.8102	235896.2877	158582.1109	279025.6726	271278.6639	208829.3475	167089.1513	173340.2275	357016.9592	139546.4146	151442.7452	194312.1028	141753.5353	245726.3065	309527.2843	185721.2018	259581.362	139900.6299	241628.4962	178301.5008	136393.797	120300.9188	152210.3357	176187.0224	155217.8944	114054.7804	244220.7669	179572.9342	226089.4363	133354.0356	236856.154	397686.7745	149851.6527	304054.6708	188981.0055	94888.74735	257444.0163	174831.2054	317607.6081	195240.3509	113092.4577	165492.9223	160276.99	294322.7599	245088.0228	173399.0188	120696.5903	186759.0589	177639.4428	123467.9049	236728.2249	92804.01384	104991.7158	110528.8124	176704.504	163377.3865	256430.6924	214934.1211	241439.6954	181924.3634	164916.7603	156357.1141	158092.0448	165994.8953	176996.4972
Cer-NS d40:2; [M+H]+@8.19	Cer-NS d40:2; [M+H]+@8.19	620.5971	620.5981	8.19	18.62577337	30453.28218	29062.35475	30997.74254	34435.0677	30063.35302	26029.8571	28451.26645	31098.82482	22815.11035	34773.32226	29973.45715	16825.12353	26514.64269	41949.96499	52674.8768	44790.86327	30650.13754	46461.80749	37134.50633	31434.1808	22730.49053	19353.51638	61406.39384	29540.56827	29346.74811	36267.36409	14941.91633	43646.52889	42036.87927	31596.61213	43155.50536	19040.66288	29033.1882	20077.11874	23642.3429	15690.57915	26580.20356	24074.89837	28344.40747	27308.66279	31959.58822	29591.64754	26003.38762	21660.24182	43747.84446	43596.60661	14160.05951	41243.08142	25692.29491	14266.27886	28452.67029	28637.57181	57267.69291	33881.49125	28139.37679	31632.88717	16919.16209	64413.72534	41711.31435	32493.69026	26767.29129	39764.98451	32675.36383	23174.70258	47979.34565	14264.22607	26878.75695	22109.09907	34723.72201	22136.65614	30206.60354	35619.34496	31376.06276	31882.47493	23932.24103	32313.42441	22266.68309	21335.22754	30253.14701
Cer-NS d41:1; [M+H]+@8.76	Cer-NS d41:1; [M+H]+@8.76	636.6284	636.6294	8.76	16.67497595	189489.6121	191039.9108	181272.1328	174415.6703	176897.1234	187529.5238	171300.8369	208478.2848	169707.135	224836.374	183562.3659	118751.3527	172775.6186	244154.2724	389917.4972	359604.8877	240523.04	399042.7653	335098.6867	279379.3435	240843.9741	203495.4661	449390.4842	274087.466	142724.56	228509.2536	171102.1939	271024.3772	477465.6048	201499.1926	343169.1475	162307.3772	282512.6091	277062.8491	162261.6316	119964.844	192825.6045	262056.7327	224262.9378	148224.7643	279790.1866	227452.4991	225037.1097	199486.1616	220392.8247	409517.2096	152158.8073	312984.6156	242716.6349	142007.1768	323692.0587	226846.0035	358125.8917	264838.7663	167057.2114	143519.0139	178624.856	385631.8147	381242.003	192239.7523	165429.3477	212816.3484	239618.19	134027.3855	351772.1181	78289.63232	134136.5476	136019.9229	227015.9075	210276.0721	294775.7346	263636.1531	264567.3277	225327.3543	191766.0806	191383.7411	175908.4403	182474.6943	200648.723
Cer-NS d41:2; [M+H]+@8.39	Cer-NS d41:2; [M+H]+@8.39	634.6128	634.6138	8.39	13.90371173	35250.91455	27902.53504	29473.5835	29810.52442	27616.70599	28685.28547	27789.1401	31700.72552	19471.55035	28554.76275	25683.08778	22348.76145	33205.85812	31669.18127	48824.30899	36491.92023	34741.39924	47194.38716	33925.3994	36594.16727	25989.34352	20009.23653	54330.50204	30956.04766	22182.02537	33647.27093	14148.62374	39260.61997	50819.35818	28588.85802	47008.51282	18473.76888	36702.6999	27015.60863	25207.90887	20169.0145	32406.42137	29761.26957	36192.05165	29322.14775	32570.90537	31498.09666	21730.71976	28558.67679	38716.40636	29918.97015	20263.63293	36037.51865	27748.22524	15918.18054	43464.94689	30091.64196	59443.31208	39164.20115	26246.46217	25516.3165	19933.7369	53581.71635	42190.4258	25392.77267	24309.66358	34983.01781	36681.74975	24584.30567	61033.89903	12451.14846	22386.55265	21266.27518	36052.38409	20965.20245	31083.15996	32856.50705	31022.34408	31940.12496	27709.72207	26385.22217	28677.51821	20326.20454	28233.42498
Cer-NS d42:1; [M+H]+@8.76	Cer-NS d42:1; [M+H]+@8.76	650.6441	650.6451	8.76	14.57581788	669648.1963	712009.8882	641092.0619	648197.8588	608507.4726	681530.8861	639936.6014	718394.6809	546258.1419	616515.2071	516552.3287	422511.4003	522473.2595	760590.768	1323806.455	1153097.362	718395.9698	1044936.02	1122192.925	833199.0174	829301.1664	548539.2882	1324530.145	889625.9433	557365.9791	848063.674	708316.7805	907709.7167	1726847.561	718799.6659	1203990.217	471447.323	898550.6073	808304.8419	602021.9876	419944.5066	604740.5776	840499.8026	667424.4376	438480.2946	1053577.192	776943.079	1064713.217	702529.7077	800564.1902	1637872.502	565767.3464	1358842.833	935947.8287	531904.0631	863934.4873	755495.6309	1049397.966	987681.5861	514161.2131	506661.3026	564684.906	1712795.181	1078143.326	648999.4499	470208.6118	771497.9055	563411.9051	349530.7062	863883.4287	362552.3168	374405.9077	427547.1793	674673.1174	849287.6807	1024749.066	820087.1313	821046.6076	685741.2331	619475.5972	681482.9845	575570.0465	562057.4794	660103.5326
Cer-NS d42:1; [M+H]+@8.99	Cer-NS d42:1; [M+H]+@8.99	650.6441	650.6451	8.99	14.57581788	669648.1963	712009.8882	641092.0619	648197.8588	608507.4726	681530.8861	639936.6014	718394.6809	546258.1419	616515.2071	516552.3287	422511.4003	522473.2595	760590.768	1323806.455	1153097.362	718395.9698	1044936.02	1122192.925	833199.0174	829301.1664	548539.2882	1324530.145	889625.9433	557365.9791	848063.674	708316.7805	907709.7167	1726847.561	718799.6659	1203990.217	471447.323	898550.6073	808304.8419	602021.9876	419944.5066	604740.5776	840499.8026	667424.4376	438480.2946	1053577.192	776943.079	1064713.217	702529.7077	800564.1902	1637872.502	565767.3464	1358842.833	935947.8287	531904.0631	863934.4873	755495.6309	1049397.966	987681.5861	514161.2131	506661.3026	564684.906	1712795.181	1078143.326	648999.4499	470208.6118	771497.9055	563411.9051	349530.7062	863883.4287	362552.3168	374405.9077	427547.1793	674673.1174	849287.6807	1024749.066	820087.1313	821046.6076	685741.2331	619475.5972	681482.9845	575570.0465	562057.4794	660103.5326
Cer-NS d42:2; [M+H]+@8.57	Cer-NS d42:2; [M+H]+@8.57	648.6284	648.6294	8.57	18.3659384	256025.6813	231990.7265	248780.2475	230797.6648	234586.6594	221465.059	230047.9803	267771.5497	281582.3503	338550.4123	286202.3795	196957.6155	279719.041	368939.9563	587811.0077	433093.73	380289.3411	516061.3213	442694.3543	311735.3397	241352.916	283839.5453	597798.2509	335314.0595	233472.9554	305002.9772	201742.3556	495959.0675	529240.4574	298804.9282	410342.0524	208243.7856	412004.8954	330679.276	348093.6927	186584.6294	247655.8913	269815.1196	207584.9602	245607.2529	320080.0283	312746.5021	339621.3775	288781.3592	387876.2175	391064.9947	177790.0664	405726.1972	255579.2152	139433.4872	311331.8517	291395.7966	624959.9159	325639.3785	209421.6322	268390.7506	248221.0792	525262.8394	498152.0717	302301.3726	312975.1844	445424.2561	358177.7186	202748.4632	401932.3118	115417.9494	228542.0023	248159.0634	340039.0002	295266.7256	262634.2134	386597.9286	398570.4912	290410.6576	299831.8755	278256.5199	250867.4927	254243.8021	289357.5424
Cer-NS d42:3; [M+H]+@8.22	Cer-NS d42:3; [M+H]+@8.22	646.6128	646.6138	8.22	24.08946748	31703.25242	25909.08712	25136.78766	22193.01684	34306.72082	26262.29406	27016.48693	43060.78945	48916.62474	55346.98885	69150.27267	30165.82387	42684.22761	67931.76627	86999.09242	52070.78429	62100.23859	61122.85806	61564.77566	40212.15236	27793.14753	49716.05593	79201.96635	53990.04541	45615.3264	39332.51829	24315.16323	63339.52018	59769.48196	38674.81566	58469.96551	50202.21385	53671.78832	62684.15816	46807.64775	21977.92067	37612.38907	50530.37096	32067.53061	40861.87649	43044.90086	46804.55029	35973.14133	42412.3128	78658.06424	37747.84632	20181.94552	52998.8346	24561.34907	17696.80884	39958.12562	33038.79797	119608.0568	36879.85138	36615.9422	45265.22748	30338.85153	95791.48185	81212.47022	55110.45882	52561.12456	88490.48214	46476.30427	34466.70636	60454.1765	19084.66974	46810.68343	42878.07185	40214.57945	28769.94402	34791.00028	64318.0025	54447.32656	30939.65745	54261.19671	41153.12944	37867.89592	46718.54027	37899.746
Cer-NS d43:1; [M+H]+@9.13	Cer-NS d43:1; [M+H]+@9.13	664.6597	664.6607	9.13	16.91767894	121474.7322	111197.8392	98393.58748	107665.1782	105149.7344	107409.1337	109553.6131	85345.67374	50440.38001	65665.85248	55126.00782	49997.37996	48231.21279	65385.17255	145780.4561	111830.6915	51301.36946	116794.7619	100262.9476	95452.74662	87402.65464	43036.21875	137238.4736	106439.9762	39260.8076	62221.17784	82316.84849	66016.73666	119139.8197	44225.35102	160099.3882	47150.95231	92039.71602	62113.82858	52177.54366	36243.43204	85338.17867	93442.89136	70296.64528	49918.19776	58972.16275	77156.09724	57616.14038	76139.68868	73851.2383	71307.27483	77150.46739	136875.5836	102225.7522	57533.74	75984.01316	61471.53199	95739.10663	90435.30908	60660.00019	38527.89448	58088.19549	120421.1345	109766.2344	66266.14369	51835.36955	62153.05228	58910.04825	32313.01662	69814.19386	34492.47595	41680.8415	46569.32782	68918.28564	79379.71127	93284.77577	85086.33137	92523.14955	73682.47858	63115.54722	59605.39382	63300.07415	61740.38906	68969.12837
Cer-NS d43:2; [M+H]+@8.76	Cer-NS d43:2; [M+H]+@8.76	662.6441	662.6451	8.76	13.52123654	29320.11866	26544.31188	25027.20092	27679.76987	27346.33011	26313.68602	24966.95705	29801.71986	21269.76613	31340.2685	31423.4826	25027.74134	21361.98869	29120.46906	62969.15391	42104.28822	31257.03081	41870.57286	31729.28975	40584.19689	25480.31932	17864.78751	61017.49702	38222.78951	16310.59092	21673.27445	20371.23926	31355.49509	40658.36224	15289.61697	60270.17928	16672.67327	37146.94806	29506.54386	42343.18616	12378.55359	31181.29064	29378.28003	25860.40428	17398.14545	14629.68304	33026.72663	21745.23514	31416.31091	29939.83791	16790.47899	19044.35641	37011.14921	26902.16866	14342.79766	28293.49281	23725.24082	49367.61375	33089.23697	19106.68096	22611.45184	22827.87673	46387.48759	47880.50453	30903.48741	34501.72775	35012.443	33535.5822	16845.57813	32294.17633	8857.437434	15991.42634	25284.99881	33319.59577	23557.69191	26600.6399	27350.883	31974.16487	28279.26244	28352.81678	24012.93903	21785.94703	26627.64777	21704.01636
Cer-NS d44:1; [M+H]+@9.40	Cer-NS d44:1; [M+H]+@9.40	678.6754	678.6764	9.4	18.91075777	28736.0701	30165.49429	30301.92872	26400.45169	22208.1286	28745.40135	24251.76276	23576.88028	17033.39932	15233.89025	23780.73428	11249.74428	13588.08804	20423.3538	43240.06065	30128.38455	15543.25155	30384.2807	26268.26792	24262.96213	27997.03477	11222.92435	41079.0191	23818.16275	11975.08205	16903.87263	37155.6217	13554.64901	39554.65465	18944.89095	57547.79667	10814.00789	20847.86643	18117.24354	16473.04306	11787.30754	16816.98182	23752.20957	15417.92846	15361.19003	16679.32936	30373.98096	22759.99066	17060.39296	13327.31666	32659.71603	15520.87173	33387.88844	27609.63348	14760.12451	20824.94094	15897.34804	13523.40618	23761.91946	18904.0624	6805.427997	21119.34327	23756.61337	21730.57049	9356.095667	12973.47236	18367.42902	18863.2215	9662.592477	14871.05498	12924.49529	17462.75233	15301.04337	14784.68651	19495.79171	28582.2141	21385.34187	22949.46995	17864.20134	19925.53363	16658.17366	11752.42163	16508.08049	19325.18402
