Sample Name	Name	Start Mass - 1	End Mass - 1	Expected RT	RSD%	20190913_CS00000004-1	20190913_CS00000004-2	20190913_CS00000004-3	20190913_CS00000004-4	20190913_CS00000004-5	20190913_CS00000004-6	20190913_CS00000004-7	20190913_S00041674	20190913_S00041675	20190913_S00041676	20190913_S00041677	20190913_S00041678	20190913_S00041679	20190913_S00041680	20190913_S00041681	20190913_S00041682	20190913_S00041683	20190913_S00041684	20190913_S00041685	20190913_S00041686	20190913_S00041687	20190913_S00041688	20190913_S00041689	20190913_S00041690	20190913_S00041691	20190913_S00041692	20190913_S00041693	20190913_S00041694	20190913_S00041695	20190913_S00041696	20190913_S00041697	20190913_S00041698	20190913_S00041699	20190913_S00041700	20190913_S00041701	20190913_S00041702	20190913_S00041703	20190913_S00041704	20190913_S00041705	20190913_S00041706	20190913_S00041707	20190913_S00041708	20190913_S00041709	20190913_S00041710	20190913_S00041711	20190913_S00041712	20190913_S00041713	20190913_S00041714	20190913_S00041715	20190913_S00041716	20190913_S00041717	20190913_S00041718	20190913_S00041719	20190913_S00041720	20190913_S00041721	20190913_S00041722	20190913_S00041723	20190913_S00041724	20190913_S00041725	20190913_S00041726	20190913_S00041727	20190913_S00041728	20190913_S00041729	20190913_S00041730	20190913_S00041731	20190913_S00041732	20190913_S00041733	20190913_S00041734	20190913_S00041735	20190913_S00041736	20190913_S00041737	20190913_CS00000001-1	20190913_CS00000001-2	20190913_CS00000001-3	20190913_CS00000001-5	20190913_CS00000001-6	20190913_CS00000001-7	20190913_CS00000001-8	20190913_CS00000001-4
PC 34:0e; [M+H]+@7.95	PC 34:0e; [M+H]+@7.95	748.6215	748.6225	7.95	15.3068003	40943.16882	45583.75487	39680.34727	44225.24369	55862.65884	38092.10997	39288.10182	48982.0884	52811.77655	59000.30755	45245.19949	52556.7909	39089.31212	46147.44886	92630.83482	54091.0707	68347.01654	90315.99802	45271.84345	58371.57819	59541.8262	25429.83544	77083.14191	47653.39715	54914.10191	55879.4265	73972.49001	40729.70651	62910.1255	66739.03475	64636.36114	36964.766	58362.97734	42620.64198	47493.24641	48417.87696	67699.15953	50759.16673	60009.48467	56877.9214	50080.9773	79015.47685	54922.20363	58255.18106	60536.30887	52927.17885	70832.28109	76110.00143	78670.14036	50420.6368	76709.86185	44557.93349	79735.61104	48485.97292	59374.602	36935.36845	36741.46927	61859.53199	49906.71153	38895.68446	65654.16622	33992.48532	48639.93447	55259.93786	79980.42497	36618.0348	44258.13972	41019.87172	53150.23073	59795.08725	73679.38215	65654.02277	59241.34234	57326.52395	43123.4306	51298.57049	42721.12307	48158.48833	50741.90886
PC 34:1; [M+H]+@3.15	PC 34:1; [M+H]+@3.15	760.5851	760.5861	3.15	19.21715315	609.343508	1558.524755	3010.658946	N/A	1989.848285	2221.484169	N/A	3032.586198	11125.58393	3788.635968	5007.665758	10605.38881	8889.183314	17029.82491	10869.14848	9648.436496	N/A	N/A	5860.04135	N/A	14999.31771	8341.890491	N/A	12201.50561	8850.466518	12732.26779	N/A	N/A	21550.76169	N/A	N/A	N/A	7057.918387	6520.317456	N/A	N/A	9679.140691	N/A	7536.578939	N/A	1718.328825	N/A	21076.77282	N/A	7849.96099	9534.633178	3866.880732	21952.75138	7380.355002	N/A	3032.172209	N/A	10149.0555	N/A	N/A	N/A	N/A	N/A	9048.302897	11920.97272	N/A	N/A	5390.2475	N/A	N/A	13625.54424	N/A	9435.948461	6992.618631	N/A	13384.06269	N/A	8990.26308	N/A	N/A	N/A	12480.68414	9417.882627	8190.437895
PC 34:1e; [M+H]+@7.40	PC 34:1e; [M+H]+@7.40	746.6059	746.6069	7.4	8.694688989	585526.9022	562692.3447	516483.0821	537734.0459	567937.0818	496325.0782	491872.3651	584695.9623	626486.4298	522694.1877	436662.66	497578.0039	370195.1208	456912.9544	733472.5705	552945.602	694576.4801	766684.5078	447486.8884	532590.2321	616628.8447	416557.9951	792233.5335	561952.5938	427747.5367	406625.2592	624139.0611	764954.2523	607502.6339	464993.639	531148.4699	345127.4557	501902.1565	447692.7852	516635.7547	500917.7343	463115.786	402059.6439	414894.0631	464994.9728	431260.3199	604148.0509	584720.6154	588517.1096	609127.46	597130.163	584864.6466	838318.6374	588434.8694	572696.4013	431732.4133	383880.9625	588987.0598	486426.1914	477392.8291	405039.2653	624261.409	524818.3394	568735.4176	376025.5037	605668.1232	378150.6367	395182.9845	459950.7808	555372.0203	383187.7758	428124.6684	406379.0193	570252.0398	608395.2978	524323.1149	757026.6395	689666.466	583843.5502	669326.4399	600885.824	611678.8541	627850.3371	640530.5685
PC 34:2; [M+H]+@0.87	PC 34:2; [M+H]+@0.87	758.5695	758.5705	0.87	51.34248172	N/A	2151.162903	258.3752664	N/A	N/A	559.3419117	1119.057018	N/A	2400.098606	1856.430881	N/A	501.0614375	839.5922167	2031.265548	N/A	620.4321778	5086.601979	1315.8641	3875.908659	544.373194	3130.362391	401.0376702	3967.879871	2694.178864	1171.672129	N/A	2798.916425	6862.034662	N/A	829.0852127	1658.211771	2143.498897	580.7197577	N/A	266.7809412	1643.843903	1056.952586	589.3195923	565.8147861	N/A	1456.151778	2269.179108	3920.544559	321.7170933	2128.002109	5107.802201	595.9765369	1161.02595	N/A	845.4504551	1617.649166	2810.928121	3807.274612	949.2679281	N/A	422.8528803	N/A	502.6036625	659.6716507	786.3405005	3529.461507	1251.744692	2265.866559	1324.201383	982.5354173	N/A	991.6488248	1476.041693	462.6054833	N/A	431.6232599	903.3855313	1508.251407	3302.931102	2170.581358	4835.546304	2136.002094	2653.576434	N/A
PC 34:2; [M+H]+@2.76	PC 34:2; [M+H]+@2.76	758.5695	758.5705	2.76	90.3673486	2309.58535	9229.293982	7794.51324	4150.902736	N/A	N/A	1787.41655	N/A	18179.49713	28452.84653	33644.58417	N/A	N/A	10702.79966	20020.11504	N/A	19181.5885	35383.14603	15869.96341	15362.22236	N/A	N/A	10270.88083	N/A	5593.435484	N/A	N/A	40014.45232	45767.56085	21816.64185	20098.85398	35906.27424	7793.079045	N/A	N/A	N/A	N/A	8570.931388	N/A	N/A	15142.78576	8142.371756	15995.41382	27329.67013	N/A	27008.55256	N/A	N/A	17730.87263	16858.6128	23793.85534	9066.607486	40579.9024	10296.06349	10750.71105	16632.78415	17094.74909	15936.03972	N/A	31442.13375	N/A	9729.867733	21402.03883	10707.77303	N/A	20219.99774	31037.53925	N/A	12735.65222	31291.97609	45211.81136	22239.69188	N/A	N/A	6281.714778	423.355044	N/A	26822.53254	N/A
PC 34:2; [M+H]+@3.23	PC 34:2; [M+H]+@3.23	758.5695	758.5705	3.23	72.85314565	979.3963159	27516.0594	N/A	N/A	30694.46147	14980.66665	24879.344	N/A	22975.67005	14395.67561	24230.34322	43533.61882	N/A	19126.57227	19356.6161	47627.16905	11523.48368	27552.5236	7043.082556	N/A	13194.7882	N/A	22551.05634	69877.57491	N/A	25721.14462	N/A	52848.95339	N/A	23761.01376	N/A	N/A	7793.079045	N/A	60545.73686	N/A	36295.61711	N/A	26800.01162	N/A	16403.39962	N/A	40551.4673	23872.54509	47668.43264	58416.92096	38687.24192	34402.40971	24409.8853	N/A	25653.51834	23754.24261	N/A	N/A	26021.85385	16632.78415	21617.92261	N/A	N/A	N/A	25815.46817	N/A	21402.03883	N/A	N/A	16875.58366	14840.94436	31498.92601	12735.65222	24554.67091	N/A	22239.69188	N/A	64772.66421	6281.714778	25717.45481	N/A	28626.50852	N/A
PC 34:2e; [M+H]+@6.99	PC 34:2e; [M+H]+@6.99	744.5902	744.5912	6.99	4.830277502	552916.184	560699.7746	548852.8667	569541.3993	561272.3487	505418.864	546989.937	667060.6645	323805.7382	380406.7961	387673.0095	536649.1936	369723.069	382205.4159	458681.2036	318798.9992	379877.6432	526148.1192	308328.4046	458312.1801	435165.2151	372379.4825	513111.2767	338921.0487	388790.3347	470450.0257	554688.8468	436911.6339	377501.3328	432019.0326	469545.1905	453503.0107	396607.6356	298999.9936	328395.874	467381.072	566023.2687	412488.3278	391117.6319	382882.6008	436867.8934	693865.2588	522031.8945	309545.0636	326169.7691	372267.4717	537179.6488	567393.2838	548893.8728	443645.3291	281347.7814	393478.3665	300597.2161	364295.8646	369245.3276	299505.6919	405426.1837	350402.33	399268.7895	260331.3224	355426.9062	396703.7591	343906.9024	450356.4431	314413.1785	516444.6259	331671.5941	343170.9422	369437.385	400072.3232	490747.7559	478990.2742	438530.3243	428208.6701	435320.8998	412236.8889	431264.0232	424995.6549	413302.3282
PC 34:3; [M+H]+@4.47	PC 34:3; [M+H]+@4.47	756.5538	756.5548	4.47	26.59331837	9867.656255	18825.97559	9865.289475	13876.15015	11957.08729	11819.81137	8172.992845	10340.43705	14307.53893	18281.04685	13325.5359	4621.873875	30279.07379	11864.51661	21128.15579	23021.54984	172455.2379	29734.85224	10969.1215	23960.12224	15545.52131	12650.34247	15780.96509	38625.49704	N/A	92220.10808	12289.33762	81546.26364	25891.92414	189451.1087	18569.19495	17464.08865	11623.30108	29459.21655	111391.4827	9977.182639	24155.6428	32441.43971	155359.7135	45844.47489	98567.64849	220594.1161	176473.921	119768.3903	119770.0948	142563.7488	168566.3216	53975.97802	137276.7695	123302.8268	18545.41344	2417.626163	12611.40439	13614.66022	34970.03509	107737.137	35789.92013	13041.04856	49322.79723	93517.55232	12223.60772	14593.10971	111256.3303	8867.671822	32745.16682	5940.622894	7668.113923	16417.09146	15225.0922	20089.15341	12303.17153	38140.25038	43471.74373	73514.94767	45590.80587	37966.87631	34415.70903	44746.82475	51390.16181
PC 34:3e; [M+H]+@6.68	PC 34:3e; [M+H]+@6.68	742.5746	742.5756	6.68	10.17391639	1099193.479	1037673.393	1049297.281	988702.8091	1033796.812	961921.0568	970761.4778	1193762.902	590886.5394	698663.756	756782.3017	770521.0406	753850.3021	645502.0143	725803.1409	578982.8724	579850.1728	990849.5845	512278.0394	1120711.97	844931.9252	652014.6151	895054.0543	845833.2725	810180.2433	982546.2566	852316.7496	1087624.664	576591.353	712643.6791	758766.4168	638431.4286	635888.8334	588515.3376	666191.2324	655782.7225	944747.2952	923778.3845	667410.6643	550563.3095	822112.4959	1024671.305	647707.2989	595738.975	696414.2613	468742.9499	930212.6117	1111775.394	1351267.076	817445.7874	392049.7019	682929.7377	548395.265	667453.5713	695167.0212	524647.5074	615865.9455	801222.6055	873273.5492	682055.7534	807613.7262	608924.6574	638942.701	491803.3557	571488.7497	673151.1669	449432.2965	666857.6395	491458.5274	635186.1931	1134181.792	963542.4942	918921.7348	796453.6255	840126.4404	736424.9578	733815.862	766015.8233	809308.3222
PC 34:3e; [M+H]+@6.84	PC 34:3e; [M+H]+@6.84	742.5746	742.5756	6.84	10.17391639	1099193.479	1037673.393	1049297.281	988702.8091	1033796.812	961921.0568	970761.4778	1193762.902	590886.5394	698663.756	756782.3017	770521.0406	753850.3021	645502.0143	725803.1409	578982.8724	579850.1728	990849.5845	512278.0394	1120711.97	844931.9252	652014.6151	895054.0543	845833.2725	810180.2433	982546.2566	852316.7496	1087624.664	576591.353	712643.6791	758766.4168	638431.4286	635888.8334	588515.3376	666191.2324	655782.7225	944747.2952	923778.3845	667410.6643	550563.3095	822112.4959	1024671.305	647707.2989	595738.975	696414.2613	468742.9499	930212.6117	1111775.394	1351267.076	817445.7874	392049.7019	682929.7377	548395.265	667453.5713	695167.0212	524647.5074	615865.9455	801222.6055	873273.5492	682055.7534	807613.7262	608924.6574	638942.701	491803.3557	571488.7497	673151.1669	449432.2965	666857.6395	491458.5274	635186.1931	1134181.792	963542.4942	918921.7348	796453.6255	840126.4404	736424.9578	733815.862	766015.8233	809308.3222
PC 34:4; [M+H]+@5.77	PC 34:4; [M+H]+@5.77	754.5382	754.5392	5.77	4.85293443	361488.8513	337636.769	356965.0645	373474.2837	356848.0643	349613.3166	323401.6612	377079.2198	260509.5772	217292.5571	266816.7801	344770.722	643825.2864	341832.6788	714657.6867	489319.7084	138434.7293	707064.3766	610865.1958	775101.4183	1490781.559	362039.1478	752522.9781	432208.9645	272865.7826	793626.5648	559476.6726	255398.9246	691165.113	494528.9958	881670.854	256710.7608	335903.8665	388563.7191	317230.6955	127062.1187	410190.1956	521311.055	503071.3524	175013.2952	715310.6979	467572.5498	661730.6389	356127.8501	446198.4933	1385179.944	446732.4673	473353.9823	949939.6309	529797.4545	1154600.236	363075.5147	524707.9655	889362.0958	468638.2737	358434.5606	711226.9634	564825.7543	1124192.908	265480.019	244735.3095	384231.9701	322009.4887	164469.2784	862366.6442	177260.0094	216450.1904	204940.6273	345948.8482	700864.5153	677180.7945	560656.4623	628844.4286	594779.9657	616918.7384	571411.8869	569900.9744	551299.1695	609205.5537
PC 34:5; [M+H]+@5.33	PC 34:5; [M+H]+@5.33	752.5225	752.5235	5.33	46.86772501	25650.03902	25243.59391	19163.36876	20650.60857	19102.09181	20143.16554	22371.21425	6652.716997	N/A	10703.09949	26313.20484	N/A	22928.81819	17041.48927	N/A	19387.69457	6998.671022	20032.40211	24628.88396	20355.22155	38824.02625	N/A	20961.01344	36593.2505	6153.056776	30967.83067	18926.43732	N/A	N/A	24543.3395	26359.75427	6855.678832	12743.06065	14421.56588	6915.795765	N/A	17597.90822	N/A	22836.89407	10176.68221	16755.10073	13498.17141	23090.1653	9737.275591	10627.23402	47291.59908	23182.09918	11442.61091	79677.24473	22551.98304	38350.74183	14140.7527	9767.37102	59640.55769	9205.331871	10034.42711	16168.34076	N/A	34275.47927	5780.425631	6318.851546	7055.897067	5416.762707	7701.89618	28637.61832	7497.366845	9682.685382	16929.14349	8139.431591	20339.11261	15891.13354	1224.552295	17912.28999	11226.10177	15065.64272	18719.28493	12660.08898	20634.49803	N/A
PC 35:0; [M+H]+@7.74	PC 35:0; [M+H]+@7.74	776.6164	776.6174	7.74	47.67260622	18274.2949	17162.9944	17387.18273	11956.57752	13898.39521	20424.93318	N/A	11632.93155	11444.6969	15944.68786	10965.89731	13232.84501	16128.9256	8503.990546	14938.35475	22687.45185	11116.46516	N/A	14481.33856	N/A	15720.8819	11114.24824	14904.85749	13255.70435	8558.560938	N/A	11178.03005	11316.24775	24323.75048	29565.91393	8308.724313	14649.3452	12829.43877	13320.25886	15053.63314	7901.817659	19438.35467	13398.29651	18422.42965	11765.26946	N/A	23025.63654	13377.90485	14731.74375	18112.79348	11325.90654	29898.65829	17068.87052	18490.94831	28353.63666	14205.80136	10430.24181	24041.71209	26728.98453	23526.79499	19325.27074	N/A	10967.2003	27930.31565	9331.675011	9905.179386	12636.52189	24406.34313	N/A	21332.44564	7566.904697	13793.67443	N/A	2327.226625	10277.22978	17718.73825	27492.91125	N/A	N/A	N/A	13026.93774	13550.53001	N/A	10465.98334
PC 35:1; [M+H]+@7.26	PC 35:1; [M+H]+@7.26	774.6008	774.6018	7.26	11.49002306	413304.5805	397998.1116	346131.5735	366101.2769	405955.2074	360400.9398	371046.5809	520325.3652	456623.5246	576282.7051	481353.7058	403380.0843	595008.9222	349794.9042	662503.9997	627057.958	537258.6096	471592.4127	551207.9069	470398.3437	621324.5372	477176.3482	599327.967	601533.106	347215.0906	607085.0615	447339.7835	499741.3183	592913.4409	582631.058	679742.7258	264517.6317	446112.4244	367966.8779	594639.5057	233893.2713	347433.1832	337623.3498	556472.8228	383009.9891	502790.515	582954.6072	436639.7499	685942.3207	654902.2485	360457.9234	791647.7297	626611.7986	670241.8629	654031.7108	432953.1802	283655.6653	682412.1047	905372.7332	450916.8499	430082.0633	679655.7382	499767.7634	960880.8054	477074.4264	647862.9931	369883.9978	498874.4219	292199.838	535319.7272	305991.3031	358510.3307	407622.9329	522222.0883	441331.6278	613894.7194	665988.7865	569935.4257	505371.0097	534425.7219	491206.0143	495155.6583	479219.2775	515973.5088
PC 35:1e; [M+H]+@6.46	PC 35:1e; [M+H]+@6.46	760.6215	760.6225	6.46	29.51963469	11050.29858	14044.39962	12518.94495	5666.298269	10323.17409	16938.93069	14379.4321	13019.60893	11411.47779	19673.48336	12336.2707	16375.24885	N/A	19547.15259	N/A	13706.06967	11476.39533	N/A	13199.48118	9678.065368	14475.40117	13597.56626	18264.91681	3496.776081	11021.43987	15061.88468	13490.86496	17469.11375	25313.08287	8225.806643	13168.07427	12166.06226	17382.61584	10431.76449	20372.73282	17416.61384	12573.80911	15757.017	859.3846985	N/A	14267.75857	13640.11692	16820.69907	7720.033868	21866.1582	6212.362882	15037.03303	11167.87276	14405.00932	15922.33206	10696.33984	N/A	N/A	11110.76145	N/A	5312.684891	6238.5834	10509.11394	15893.99194	N/A	9081.820332	N/A	12822.3956	10652.91739	7390.312906	18450.2451	16543.08328	14867.74248	6678.072863	N/A	20368.54224	14041.28824	N/A	N/A	23551.55994	12293.2527	13877.73783	11186.66075	17941.76545
PC 35:2; [M+H]+@6.80	PC 35:2; [M+H]+@6.80	772.5851	772.5861	6.8	9.916560341	1484604.7	1395342.718	1363901.53	1416343.13	1364472.586	1313402.185	1382208.918	1579577.32	730381.7957	1427015.262	1386113.019	1240506.2	1419084.085	1173395.678	1306211.509	1142280.091	1401360.944	1840844.059	518859.9273	1278128.972	1132347.232	779224.1763	1377223.831	1419827.514	1233329.761	991653.4591	1512871.099	1679435.611	652783.491	681333.7586	1149879.051	982647.3942	1227443.251	1199415.604	1131914.914	744365.8046	1504670.265	974371.3886	1393087.038	1065175.215	443002.5038	1373403.99	674963.9913	1383874.489	1326747.316	405338.1026	1596116.378	1624170.257	1486325.058	1446453.628	856942.8671	1029270.934	1444199.051	1196051.601	1322924.691	1033109.531	739435.564	947650.3235	1679827.684	1553131.711	1387739.715	1239255.474	1350200.154	1128901.839	788575.9318	1084341.829	1102293.495	1230960.174	1408241.13	635364.901	1522745.546	1414009.496	1421922.936	1200858.982	1204794.274	1177873.433	1125539.3	1123647.287	1148699.982
PC 35:2e; [M+H]+@8.40	PC 35:2e; [M+H]+@8.40	758.6059	758.6069	8.4	41.87265801	15471.83074	9964.173697	11620.328	11530.90462	15602.68073	9986.094574	9168.196306	11590.95046	11488.60447	11721.90913	9631.897986	14037.43015	11637.79375	22146.61924	21306.03522	17087.29681	10992.01281	16723.02842	8921.020502	11759.04955	18047.92643	12859.68049	21197.0707	12291.12254	12487.29452	14694.46417	24751.31591	20865.61608	17578.70563	20440.12739	22253.851	14518.48257	21434.7571	13329.19779	18141.99266	12881.56243	18636.76636	13033.28559	31169.08508	13896.85366	23906.33885	23579.69806	25628.48399	N/A	12405.39621	23349.10169	14766.02277	17895.35217	31222.03539	15191.02927	12284.03462	14493.65363	19319.06669	19463.08865	17698.53007	12135.07214	14930.1249	18667.59021	15142.45292	16220.72984	10729.93238	N/A	10751.09277	13134.09087	13967.60543	11006.19301	14716.38655	11355.21948	13030.44388	16591.54188	28758.55298	12070.73121	21147.7332	13500.39779	11453.78616	12568.974	14475.61469	30336.06595	N/A
PC 35:3; [M+H]+@6.39	PC 35:3; [M+H]+@6.39	770.5695	770.5705	6.39	7.522945045	321483.137	261172.6443	262590.784	261217.0229	334587.68	252396.3755	235278.4004	182561.2095	163914.3274	145169.892	203980.8826	215540.0646	242166.8702	174486.6985	220190.9761	195343.7416	86959.68596	186168.8805	108754.886	164394.2683	183281.0111	147872.0693	216128.962	142876.5887	180776.7773	241719.9151	179114.0502	142972.5448	150739.3987	135810.3759	220827.4018	202209.3376	139024.4799	161312.1241	172156.3895	135999.4975	207973.6656	99386.35307	210221.7795	123854.576	89388.36791	184381.8078	150758.6811	187577.6043	288865.2737	66815.34768	222801.0509	168134.3084	210517.314	215441.6303	183392.7778	156285.9301	218829.0121	159353.4607	241900.9913	197698.6331	200386.1233	176023.3062	272038.3418	202217.1863	236002.0746	181174.5783	191617.2996	196842.031	188059.9553	154673.3264	137803.082	201171.5098	172376.3504	115418.0819	258136.9534	227349.5479	215538.1711	220199.6461	N/A	194107.9783	204218.4423	198308.3386	238472.0985
PC 35:3; [M+H]+@7.39	PC 35:3; [M+H]+@7.39	770.5695	770.5705	7.39	13.85150441	61366.14718	115912.1403	63215.62212	53526.16041	N/A	110097.7578	49389.25636	229519.2435	242185.7409	308961.9203	212493.1796	120792.9948	199135.8044	177260.9295	372537.2149	316745.2379	202195.0211	317451.5942	269635.3007	259296.7305	210310.2277	194097.3173	352221.9896	189046.5816	169305.9168	174863.9403	237480.1759	261914.417	435020.9057	329838.0978	149519.8412	168945.888	237960.4616	164653.2713	228719.6572	134612.1006	192765.6957	159903.7446	95682.36991	83025.42191	264909.2536	233940.8411	296108.3481	189211.3001	221627.6487	467665.1105	74475.56756	287170.8878	284980.741	61081.68529	330497.5284	226800.366	405239.8793	232196.7946	179718.5106	237694.1088	262322.8321	167934.2927	307915.2631	192068.0392	147213.8856	262241.7271	263476.2221	176236.5596	313839.6836	124403.0966	249888.4119	163683.7107	240295.4157	235427.6254	441947.7785	313907.2805	242047.8387	251060.6045	N/A	295325.1063	266134.202	203479.5182	280672.7465
PC 35:3e; [M+H]+@7.01	PC 35:3e; [M+H]+@7.01	756.5902	756.5912	7.01	10.59652181	59358.37114	60390.60593	67406.82584	68973.38836	56808.51397	42527.91392	63160.03383	95293.24672	26056.02242	55947.73388	24630.76566	49909.52478	33242.15894	N/A	59388.65626	37620.539	40861.78477	N/A	51161.85453	78765.77555	29673.4439	30712.46383	53040.28801	43236.93696	34301.5113	49473.24416	29516.69099	31461.24098	25697.38244	56766.76558	59643.49208	24030.67525	28489.07177	31906.79309	24945.63538	32438.57876	42569.54209	48102.62094	49888.83079	41247.61476	52629.87086	74446.36052	16953.65813	64412.89056	45689.4304	15744.55124	51142.16439	62169.42405	82544.35981	78820.16886	N/A	27634.41496	36079.69925	54510.90027	45882.07142	48643.23297	27298.63353	51821.54377	72489.59237	56547.52469	40062.22849	20194.93458	40406.61234	38541.23745	34333.29866	42533.73673	50986.14904	38009.98601	43723.66293	17264.2586	75579.90846	37308.22392	49010.38071	42183.03704	49658.27599	43488.12562	38804.27742	40844.81594	46880.25087
PC 35:4; [M+H]+@5.99	PC 35:4; [M+H]+@5.99	768.5538	768.5548	5.99	6.687336383	244705.9145	284766.1061	243879.3319	235529.6657	249651.4513	247689.9959	257869.637	264199.161	177077.4467	190760.0433	159401.5253	245642.1184	261106.0109	148626.7755	306894.7072	237797.1883	153950.0277	226386.8005	260012.4232	276493.3355	427378.7345	189266.3204	249756.6177	313137.8444	120432.1961	260745.4858	165564.818	196109.3385	149660.2811	219988.0824	466606.4511	158823.9403	129892.8496	216089.986	201890.0913	114547.4175	201823.589	249014.9939	220512.7852	188161.6969	200416.4421	147976.5496	135496.8169	211409.0704	241371.4863	119869.6171	265002.567	200210.5013	272861.612	300453.2354	398339.4785	204220.9756	220954.1584	292656.6868	326713.7803	183818.8494	242886.8585	170025.9369	306977.5092	325068.2607	193282.0911	164052.219	267182.9437	177633.0601	245639.8034	193712.7699	198101.9759	182766.5345	253995.6741	286482.5639	143924.4007	242103.9307	246509.0701	240174.7947	257392.6822	252059.9662	250813.8143	260982.8652	208264.1052
PC 35:4; [M+H]+@6.99	PC 35:4; [M+H]+@6.99	768.5538	768.5548	6.99	14.18961519	533102.1728	438300.619	489784.5623	469605.3743	439956.4426	497025.8964	485612.7589	1000422.422	1428883.689	1387714.896	727532.8337	676183.2979	739988.6123	898821.4634	1344216.961	1039562.939	1183590.166	1315104.328	958284.7029	1201948.446	994018.7826	928817.8498	1166973.386	1008352.092	541201.545	415323.1732	861353.8599	1262327.616	1016966.49	940837.8298	797476.2042	707502.7482	954304.5003	832295.1598	1605106.187	648457.211	920941.3493	1017355.482	455814.1314	834051.4819	860291.8133	845774.2425	788107.3333	901953.0264	712164.2383	994178.8839	380389.1385	863531.1051	1000158.63	239604.6389	1862511.269	950720.6045	1334244.55	1075253.484	978174.8733	611946.8805	1131350.702	925126.8186	1081480.73	1054371.99	836223.8943	1593812.149	1186222.946	882036.402	1377328.05	738008.0469	1193187.583	799694.9496	1076569.239	1396422.664	1136495.547	1204336.421	1218002.716	997518.7199	959042.2102	916536.7205	867182.5387	865366.224	923589.6738
PC 35:4e; [M+H]+@6.51	PC 35:4e; [M+H]+@6.51	754.5746	754.5756	6.51	53.50497766	26683.1794	24450.35824	24718.27926	27848.09639	21073.59706	22377.37966	30044.8681	19043.55429	14549.27417	9757.614059	N/A	33615.97195	15958.37282	5428.954705	16354.45463	16851.38043	4597.365405	7847.503531	18561.83165	19651.61531	19120.33004	16547.84523	16084.31086	10590.88326	10852.09425	N/A	N/A	N/A	8190.820945	28688.78131	14140.08572	7476.387811	11767.44011	19161.53466	11121.54792	24036.8812	16076.73436	19012.66522	19863.36503	N/A	28908.03961	30429.43496	14227.39454	N/A	N/A	3130.014796	18235.94654	N/A	20302.81089	17521.27641	16375.8591	N/A	7599.122966	28152.69885	16869.33393	N/A	N/A	7393.005927	15928.34497	21779.09343	25137.76691	13199.8372	24145.38607	17407.64173	15657.48574	N/A	14355.54696	17420.65548	8180.884863	13891.97916	18290.70044	10193.92641	31991.66456	12883.10895	9269.76162	11810.76414	16986.52105	8645.556994	12213.10088
PC 35:5; [M+H]+@5.72	PC 35:5; [M+H]+@5.72	766.5382	766.5392	5.72	18.95667229	24458.21639	26731.80903	20037.67421	28418.45057	N/A	28988.30214	27165.06325	N/A	17378.25418	20903.66238	48190.29258	22693.76227	24408.32476	21605.29951	35874.72114	33355.78097	124710.8519	41256.44093	16617.07519	54192.62921	46654.6415	28541.96186	N/A	70662.76406	13666.99581	62460.98383	16632.15917	79981.61002	42273.40361	163125.3975	31287.66815	N/A	27142.90311	24632.63002	77233.01858	17653.46572	34063.92189	24361.43616	44073.57147	34460.73452	121998.9812	140386.4269	134340.245	81401.0182	36747.4874	106439.5035	76235.48069	33825.16376	159087.2205	60811.00812	58548.07498	12447.55143	N/A	69676.47707	50861.19768	56556.30151	61273.01886	18485.56017	54696.99595	67604.95534	14466.13146	N/A	84778.80182	11638.92335	59177.4304	17014.54902	21614.28676	30569.53492	6792.313721	N/A	28087.58189	57392.182	58614.09072	48105.24531	50925.44761	40859.58725	32118.60318	43689.33259	55771.08282
PC 35:5; [M+H]+@6.81	PC 35:5; [M+H]+@6.81	766.5382	766.5392	6.81	7.488618758	238810.989	239521.8045	226834.9612	211153.726	223888.4342	219919.3244	220509.0568	420116.1905	753036.0447	533578.9976	455042.9161	357336.0737	393958.4533	519619.4098	504589.9595	491735.8118	455210.35	615820.54	432193.5364	575411.0442	558329.1857	459010.6885	570870.4777	375916.6888	295859.842	316262.399	401757.5942	409415.8515	481734.7237	450705.0784	299231.149	343168.383	471431.4876	386369.6585	602291.891	325845.9183	464474.7477	640754.3322	257642.9327	540420.5466	434179.7101	367403.812	472592.678	320302.5214	344607.7712	524894.9796	227769.0084	396269.0902	438874.479	195581.6089	926984.231	483541.4247	507292.7417	595860.8054	549985.903	300210.1959	497330.9081	488373.6801	502425.4942	459852.3066	548579.5652	741820.1903	559350.5148	426885.7627	647228.6023	495759.0272	654858.3072	430535.262	380935.5398	504724.0593	578406.4854	576568.1685	547546.3381	547369.9083	537717.3934	528311.7246	464183.5694	584715.5696	494228.8035
